Date,Period,rgdp,ngdp,rgdp_pch,ngdp_pch,rgdp_capita,cpi,hicp,cons_aggr,cons_gth,cons_gth_pc,OB_GDP,Pub_D,Int_Exp,avg_maturity,Int_3M,Int_1y,Int_5y,Int_10y,cds_5y,fitch_LC,fitch_FC,SP_LC,SP_FC,Moody_LC,Moody_FC,cpi_FE_WEO,rgdp_FE_WEO,ngdp_FE_WEO,Int_Exp_2,rfr
01/01/1987,1987q1,7994.965,4736.2,0.6992297955,1.430590654,33036,111.8,,939.7,1.0864888124,3878.4261770035,-3.7614221772,59.2754917663,5.9182466957,4.901369863,5.7,5.93,6.74,7.2,,,,,,,Aaa,,,,4.758698092,6.22
04/01/1987,1987q2,8084.71,4821.5,1.1225189854,1.8010219163,33336,113.067,,960,2.160263914,3962.210418137,-2.9799236768,59.2754917663,5.8633205434,4.901369863,5.84,6.76,7.95,8.34,,,,,,,Aaa,,,,4.7783064885,6.65
07/01/1987,1987q3,8158.035,4900.5,0.9069589385,1.6384942445,33556,114.267,,977.6,1.8333333333,4034.8509424695,-2.9626969227,59.2754917663,5.8524640343,4.901369863,6.24,7.12,8.42,8.87,,,,,,,Aaa,,,,4.7951125604,6.84
10/01/1987,1987q4,8292.687,5022.7,1.6505445245,2.4936230997,34025,115.333,,990.8,1.3502454992,4089.3313357189,-4.6206100183,59.2754917663,5.8454616043,4.901369863,6.07,7.25,8.63,9.13,,,,,,,Aaa,,,,4.696891142,6.92
01/01/1988,1988q1,8339.324,5090.6,0.5623870767,1.3518625441,34148,116.233,,1013.1,2.2507064998,4143.5752293465,-1.321206883,60.1462316461,5.8480336306,4.901369863,5.9,6.77,7.9,8.41,,,,,,,Aaa,,,,4.6966694971,6.66
04/01/1988,1988q2,8449.51,5207.7,1.3212821567,2.3003182336,34528,117.567,,1030.3,1.6977593525,4213.9231653299,-2.8270220447,60.1462316461,5.7357374657,4.901369863,6.41,7.31,8.43,8.91,,,,,,,Aaa,,,,4.6945147523,7.16
07/01/1988,1988q3,8498.282,5299.5,0.5772169037,1.7627743534,34637,119,,1049.5,1.8635348927,4292.4510938695,-3.1144237301,60.1462316461,5.7401641664,4.901369863,7.25,8.02,8.77,9.1,,,,,,,Aaa,,,,4.7617324601,7.98
10/01/1988,1988q4,8610.85,5412.7,1.3245971362,2.1360505708,35008,120.3,,1073.7,2.3058599333,4391.4290037996,-3.227091339,60.1462316461,5.7531361428,4.901369863,8,8.53,8.8,8.96,,,,,,,Aaa,,,,4.7846634923,8.47
01/01/1989,1989q1,8697.711,5527.4,1.0087389747,2.1190902877,35291,121.667,,1089.9,1.5088013412,4415.7864670062,-2.757435415,60.279179518,5.8544704563,4.901369863,8.86,9.3,9.32,9.21,,,,,,,Aaa,,,,4.7517333147,9.44
04/01/1989,1989q2,8766.105,5628.4,0.7863448211,1.8272605565,35488,123.633,,1112,2.0277089641,4505.3257650343,-1.5463009026,60.279179518,5.8915499964,4.901369863,8.7,8.91,8.82,8.76,,,,,,,Aaa,,,,4.7680188777,9.73
07/01/1989,1989q3,8831.544,5711.6,0.7465002986,1.4782176107,35654,124.6,,1128.8,1.5107913669,4573.3918377435,-3.3718747811,60.279179518,5.860004202,4.901369863,8.11,8.1,8.03,8.11,,,,,,,Aaa,,,,4.7582671284,9.08
10/01/1989,1989q4,8850.23,5763.4,0.2115824821,0.9069262553,35633,125.867,,1143.6,1.3111268604,4633.3548065587,-2.999028385,60.279179518,5.8645938162,4.901369863,7.91,7.83,7.84,7.91,,,,,,,Aaa,,,,4.7701139806,8.61
01/01/1990,1990q1,8947.129,5890.8,1.0948755004,2.2105007461,35941,128.033,,1170.5,2.3522210563,4689.0711192478,-3.9046649012,61.9868217508,5.8090581924,4.901369863,8.03,8.13,8.38,8.42,,,,,,,Aaa,-0.8627814468,-0.2035791732,0,4.862758106,8.25
04/01/1990,1990q2,8981.727,5974.7,0.3866938769,1.4242547702,35968,129.3,,1185.1,1.2473302008,4747.5593194537,-4.1722568119,61.9868217508,5.7961069175,4.901369863,8.01,8.27,8.64,8.67,,,,,,,Aaa,-0.8627814468,-0.2035791732,0,4.9408131755,8.24
07/01/1990,1990q3,8983.945,6029.5,0.0246945827,0.9172008636,35850,131.533,,1203.3,1.535735381,4820.4692676556,-3.7287382248,61.9868217508,5.8844016917,4.901369863,7.73,7.83,8.42,8.7,,,,,,,Aaa,-0.8627814468,-0.2035791732,0,4.9695288114,8.16
10/01/1990,1990q4,8907.363,6023.3,-0.8524317546,-0.1028277635,35419,133.767,,1214.8,0.9557051442,4866.5387404206,-3.9836631691,61.9868217508,5.9801105706,4.901369863,7.22,7.31,8.04,8.41,,,,,,,Aaa,-0.8627814468,-0.2035791732,0,4.9498665278,7.74
01/01/1991,1991q1,8865.564,6054.9,-0.4692634621,0.524629356,35145,134.767,,1221.6,0.5597629239,4828.8211367652,-2.8140318425,66.368924648,6.0380848569,4.901369863,6.21,6.44,7.65,8.02,,,,,,,Aaa,0.6811506783,0.247260812,0.6661420228,4.8951498778,6.43
04/01/1991,1991q2,8934.366,6143.6,0.7760589174,1.4649292309,35305,135.567,,1236.3,1.2033398821,4886.9282673402,-4.9887362458,66.368924648,6.0339214793,4.901369863,5.74,6.24,7.77,8.13,,,,,,,Aaa,0.6811506783,0.247260812,0.6661420228,4.905005335,5.86
07/01/1991,1991q3,8977.252,6218.4,0.4800116763,1.2175271828,35348,136.6,,1249.1,1.0353474076,4937.5249524668,-5.789013251,66.368924648,5.9967194134,4.901369863,5.55,5.9,7.5,7.95,,,,,AAA,,Aaa,0.6811506783,0.247260812,0.6661420228,4.8019057172,5.64
10/01/1991,1991q4,9016.444,6279.3,0.4365701219,0.9793516017,35381,137.733,,1257.2,0.6484668962,4969.5431672734,-3.6416740986,66.368924648,6.0277419458,4.901369863,4.68,4.87,6.56,7.35,,,,,AAA,,Aaa,0.6811506783,0.247260812,0.6661420228,4.7425411641,4.82
01/01/1992,1992q1,9122.95,6380.8,1.1812417401,1.6164222127,35694,138.667,,1286.1,2.2987591473,5013.7614321246,-5.8988841525,68.6053117509,5.936559679,4.901369863,4,4.36,6.59,7.31,,,,,AAA,,Aaa,0.065378786,-1.9842769497,-2.117451895,4.6716769149,4.02
04/01/1992,1992q2,9223.545,6492.3,1.1026586795,1.7474297894,35968,139.733,,1303.6,1.3607029002,5081.9838293427,-5.0842831619,68.6053117509,5.8777320826,4.901369863,3.77,4.22,6.65,7.38,,,,,AAA,,Aaa,0.065378786,-1.9842769497,-2.117451895,4.5613354037,3.77
07/01/1992,1992q3,9313.208,6586.5,0.9721099642,1.4509495864,36184,140.8,,1326.6,1.7643448911,5171.6475514007,-3.6400461557,68.6053117509,5.7997418963,4.901369863,3.15,3.42,5.61,6.62,,,,AAA,AAA,,Aaa,0.065378786,-1.9842769497,-2.117451895,4.6056726238,3.26
10/01/1992,1992q4,9406.528,6697.6,1.0020177795,1.6867835725,36420,142.033,,1348.6,1.6583747927,5257.4128507606,-5.450848065,68.6053117509,5.6691949355,4.901369863,3.14,3.56,5.9,6.74,,,,AAA,AAA,,Aaa,0.065378786,-1.9842769497,-2.117451895,4.5668853227,3.04
01/01/1993,1993q1,9424.065,6748.2,0.1864343571,0.7554945055,36381,143.067,,1357.9,0.6896040338,5224.3198842716,-2.0058680576,70.1920130257,5.6918882072,4.901369863,3.03,3.4,5.47,6.26,,,,AAA,AAA,,Aaa,0.0642016965,0.4886821519,0.7678716738,4.5262304105,3.04
04/01/1993,1993q2,9480.106,6829.6,0.5946584621,1.206247592,36486,144.1,,1376.3,1.3550335076,5295.1111692489,-4.1468900082,70.1920130257,5.6284409043,4.901369863,3.04,3.38,5.18,5.99,,,,AAA,AAA,Aaa,Aaa,0.0642016965,0.4886821519,0.7678716738,4.4164486407,3
07/01/1993,1993q3,9526.337,6904.2,0.4876633236,1.0923040881,36539,144.767,,1396.3,1.4531715469,5372.0582181372,-2.8684896588,70.1920130257,5.5676255033,4.901369863,3.07,3.43,4.95,5.62,,,,AAA,AAA,Aaa,Aaa,0.0642016965,0.4886821519,0.7678716738,4.3327774897,3.06
10/01/1993,1993q4,9653.509,7032.8,1.3349517238,1.8626343385,36909,145.967,,1414.7,1.3177683879,5442.8495031144,-3.4638835172,70.1920130257,5.4302695939,4.901369863,3.13,3.53,4.98,5.62,,,,AAA,AAA,Aaa,Aaa,0.0642016965,0.4886821519,0.7678716738,4.3550028887,2.99
01/01/1994,1994q1,9748.156,7136.3,0.9804414125,1.4716755773,37171,146.7,,1432.9,1.2864918357,5445.680016418,-1.5052967883,69.3935994089,5.3248882474,4.901369863,3.33,3.93,5.5,6.09,,,,AAA,AAA,Aaa,Aaa,0.177539334,-0.1760539466,-0.1113915022,4.4067842716,3.21
04/01/1994,1994q2,9881.384,7269.8,1.3666995071,1.8707173185,37569,147.533,,1451.3,1.2841091493,5515.6084917492,-3.1518019257,69.3935994089,5.3316459875,4.901369863,4.11,5.14,6.67,7.09,,,,AAA,AAA,Aaa,Aaa,0.177539334,-0.1760539466,-0.1113915022,4.460524028,3.94
07/01/1994,1994q3,9939.655,7352.3,0.589704843,1.1348317698,37669,148.9,,1473.8,1.5503341831,5601.1188556053,-2.4653718514,69.3935994089,5.3847095467,4.901369863,4.61,5.6,6.96,7.33,,,AAA,AAA,AAA,Aaa,Aaa,0.177539334,-0.1760539466,-0.1113915022,4.5644308377,4.49
10/01/1994,1994q4,10052.518,7476.7,1.1354820665,1.6919875413,37980,149.767,,1492.7,1.2823992401,5672.9475612444,-2.0050288894,69.3935994089,5.4435780491,4.901369863,5.44,6.61,7.63,7.84,,,AAA,AAA,AAA,Aaa,Aaa,0.177539334,-0.1760539466,-0.1113915022,4.6285947218,5.17
01/01/1995,1995q1,10086.878,7545.3,0.341804909,0.9175170864,38008,150.867,,1504.5,0.790513834,5650.1100353766,-2.0526957536,68.8004906022,5.5690297271,4.901369863,5.92,6.71,7.37,7.47,,,AAA,AAA,AAA,Aaa,Aaa,0.264888606,0.5088574595,0.9322570529,4.6142866411,5.81
04/01/1995,1995q2,10122.122,7604.9,0.3494044441,0.7898956967,38033,152.1,,1525.2,1.3758723829,5727.848338954,-2.4434567641,68.8004906022,5.6437297006,4.901369863,5.77,5.95,6.38,6.6,,,AAA,AAA,AAA,Aaa,Aaa,0.264888606,0.5088574595,0.9322570529,4.5810628886,6.02
