year,country,iso,ifs,cpi,narrowm,money,stir,ltrate
1956,Italy,ITA,136,7,4541.1,9241,4.17,6.74
1957,Italy,ITA,136,7.1,4818.7,10147,4.17,6.815
1958,Italy,ITA,136,7.3,5387.6,11504,3.86,6.81833
1959,Italy,ITA,136,7.3,6204.9,13090,3.63,5.56333
1960,Italy,ITA,136,7.4,6893.7,14826,3.63,5.005
1961,Italy,ITA,136,7.6,8038.1,17217,3.63,5.185
1962,Italy,ITA,136,7.9,9360.6,20242,3.47,5.78167
1963,Italy,ITA,136,8.5,10667.3,23182,3.59,6.09833
1964,Italy,ITA,136,9,11382.3,25049,3.63,7.4075
1965,Italy,ITA,136,9.4,13171,29135,3.63,6.93583
1966,Italy,ITA,136,9.7,14954.4,32698,3.58,6.53917
1967,Italy,ITA,136,10,17469.3,37017,3.58,6.61333
1968,Italy,ITA,136,10.2,19860.4,41216,3.56,6.695
1969,Italy,ITA,136,10.4,23372.4,45995,5,6.85417
1970,Italy,ITA,136,10.9,29343.8,52484,7.379999999,9.01
1971,Italy,ITA,136,11.5,34381.6,61620,5.7583333324,8.34417
1972,Italy,ITA,136,12.1,43334.1,75621,5.1749999993,7.47083
1973,Italy,ITA,136,13.4,52079.9,90087,6.9249999991,7.42
1974,Italy,ITA,136,16,58527.6,104377,14.5699999994,9.87083
1975,Italy,ITA,136,18.7,66775.8,130096,10.6349999993,11.5375
1976,Italy,ITA,136,21.8,78187,156230,15.6766666662,13.0783
1977,Italy,ITA,136,25.6,94887,188204,14.0349999998,14.6167
1978,Italy,ITA,136,28.7,121547,233287,11.9891666667,13.6958
1979,Italy,ITA,136,32.9,150370,280059,12.5116666667,14.0542
1980,Italy,ITA,136,39.9,169821,315633,15.915,15.2525
1981,Italy,ITA,136,47,188802,349492,19.7025,19.3575
1982,Italy,ITA,136,54.7,221420,418472,19.4376666667,20.215
1983,Italy,ITA,136,62.7,249855,467490,17.8948083333,18.2992
1984,Italy,ITA,136,69.5,280630,521205,15.36725,15.5992
1985,Italy,ITA,136,75.9,310740,574631,13.711675,13.7125
1986,Italy,ITA,136,80.3,344513,624326,11.4041666667,11.4683
1987,Italy,ITA,136,84.1,372225,674680,10.729375,10.6417
1988,Italy,ITA,136,88.4,401133,738869,11.1864,10.8958
1989,Italy,ITA,136,93.9,452088,828194,12.5796333333,12.7858
1990,Italy,ITA,136,100,482751,912025,12.3786166667,13.5358
1991,Italy,ITA,136,106.3,537950,1036082,12.5365666667,13.2825
1992,Italy,ITA,136,111.7,545788,1130552,14.3179166667,13.2675
1993,Italy,ITA,136,116.7,579078,1200286,10.580575,11.1867
1994,Italy,ITA,136,121.4,598367,1214942,9.16505,10.52
1995,Italy,ITA,136,127.7667,605649,1282486,10.8495916667,12.205
1996,Italy,ITA,136,132.825,626231,1296588,8.4625083333,9.40083
1997,Italy,ITA,136,135.28093425,665552,1244467,6.33335,6.8625
1998,Italy,ITA,136,138.0284900246,716806,1204366,4.59215,4.88417
1999,Italy,ITA,136,140.3073403949,766400.8,1270419.66359,3.0064333333,4.7275
2000,Italy,ITA,136,143.9272697771,812747.4,1307137.1516,4.5278916667,5.57583
2001,Italy,ITA,136,147.2721395267,904464.6,1385985.93854,4.0516083333,5.18917
2002,Italy,ITA,136,151.1188878112,989048.7,1498672.1667666,3.2643,5.03583
2003,Italy,ITA,136,155.3698621253,1051272,1599586.5898131,2.1879833333,4.24833
2004,Italy,ITA,136,158.8765599135,1118706,1729272.281142,2.0795,4.25833
2005,Italy,ITA,136,162.3829655908,1210988,1888562.437097,2.1724,3.55583
2006,Italy,ITA,136,166.0024818938,1291113,2029653.978576,3.1827166667,4.0475
2007,Italy,ITA,136,169.3640321521,1325214,2153009.9064614,4.0357166667,4.48732
2008,Italy,ITA,136,175.2782241549,1416224,2314138.3571544,3.7577,4.68115
2009,Italy,ITA,136,176.6191025697,1568067.3865094,2520390.4184354,0.955,4.31333
2010,Italy,ITA,136,179.4803320313,1543799.4175422,2517318.3324534,1.1333333333,4.03583
2011,Italy,ITA,136,184.7480797764,1502460.8081875,2546690.0767882,2.7858333333,5.42417
2012,Italy,ITA,136,190.872478621,1500289.9784397,2707999.0072079,1.895,5.4925
2013,Italy,ITA,136,193.2488409798,1547602.4454492,2792269.2920598,0.85525,4.31667
1870,Japan,JPN,158,0.0181121878,,0.0000555,,7.0805616388
1871,Japan,JPN,158,0.015190623,,0.000072713,,6.7468375558
1872,Japan,JPN,158,0.0111034599,,0.000107707,,6.4383769433
1873,Japan,JPN,158,0.0112699739,0.0000901,0.000141464,,6.5358530736
1874,Japan,JPN,158,0.0130978441,0.0001049,0.00014579,,6.6166448989
1875,Japan,JPN,158,0.0144564474,0.0001003,0.000148854,,6.4186261071
1876,Japan,JPN,158,0.0120987598,0.0001078,0.000162286,,6.460819205
1877,Japan,JPN,158,0.0124847696,0.0001211,0.000175758,,6.460285035
1878,Japan,JPN,158,0.0139758273,0.0001687,0.000219621,,6.413482248
1879,Japan,JPN,158,0.018630652,0.0001681,0.000212607,11.32,6.4035640962
1880,Japan,JPN,158,0.0213440742,0.000163,0.00019865,9.86,6.425636
1881,Japan,JPN,158,0.0235125413,0.0001584,0.000191455,10.95,6.185506
1882,Japan,JPN,158,0.0218814605,0.0001509,0.000186422,8.4,6.331536
1883,Japan,JPN,158,0.0188009505,0.0001416,0.000181591,10.22,6.296513
1884,Japan,JPN,158,0.018187876,0.0001303,0.000177689,10.95,6.27267
1885,Japan,JPN,158,0.0181954448,0.000133,0.000184807,9.13,6.264662
1886,Japan,JPN,158,0.0160458998,0.000148,0.000184693,10.22,6.01959
1887,Japan,JPN,158,0.0170639061,0.00015,0.00018309,10.29,5.87697
1888,Japan,JPN,158,0.0167725065,0.00015,0.00020492,10.22,5.918867
1889,Japan,JPN,158,0.0177602376,0.000155,0.000214922,11.13,6.107106
1890,Japan,JPN,158,0.0189371892,0.000178,0.000248095,10.77,6.142606
1891,Japan,JPN,158,0.0181424631,0.000187,0.000245612,9.13,6.156536
1892,Japan,JPN,158,0.0169163141,0.000195,0.000261733,7.92,6.375608
1893,Japan,JPN,158,0.0171206723,0.000218,0.00030191,8.21,6.337756
1894,Japan,JPN,158,0.0176656274,0.000251,0.000333845,10.37,6.463794
1895,Japan,JPN,158,0.0193345523,0.000307,0.000407211,9.31,6.20712
1896,Japan,JPN,158,0.0212759548,0.000333,0.000452101,10.15,6.254767
1897,Japan,JPN,158,0.0237055462,0.000376,0.000518526,11.06,4.521
1898,Japan,JPN,158,0.0257112837,0.000342,0.000532626,10.55,4.3615
1899,Japan,JPN,158,0.0242618546,0.000435,0.00071843,9.2,4.103333
1900,Japan,JPN,158,0.0272591075,0.000414,0.000707405,11.5,4.65946
1901,Japan,JPN,158,0.0266649551,0.000404,0.000690218,10.99,4.7823
1902,Japan,JPN,158,0.0276980991,0.000458,0.00078745,8.43,4.568649
1903,Japan,JPN,158,0.0290831933,0.00047,0.000845605,7.37,4.757289
1904,Japan,JPN,158,0.0297568183,0.000688,0.000950223,8.21,5.68505
1905,Japan,JPN,158,0.0309034947,0.000782,0.001104459,9.2,4.689978
1906,Japan,JPN,158,0.0315127847,0.001055,0.001461111,7.45,4.37276
1907,Japan,JPN,158,0.0348090061,0.000744,0.001370899,8.69,4.687128
1908,Japan,JPN,158,0.033609348,0.000691,0.001336908,9.2,4.736546
1909,Japan,JPN,158,0.0323037265,0.000746,0.001499071,6.68,4.465618
1910,Japan,JPN,158,0.0323869835,0.000829,0.001653717,5.62,4.203117
1911,Japan,JPN,158,0.0348014373,0.000903,0.001707383,6.86,4.354733
1912,Japan,JPN,158,0.0367314866,0.000904,0.001857012,8.58,4.669236
1913,Japan,JPN,158,0.0378441032,0.000884,0.001840572,8.58,4.9072
1914,Japan,JPN,158,0.0348619879,0.00086,0.001790663,8.61,5.5555555556
1915,Japan,JPN,158,0.0326291858,0.001058,0.002116894,5.91,5.8823529412
1916,Japan,JPN,158,0.0352517821,0.001338,0.002922754,6.24,5.5555555556
1917,Japan,JPN,158,0.0432444567,0.001931,0.00418681,6.46,5.5944055944
1918,Japan,JPN,158,0.0582080151,0.002538,0.005393829,7.08,5.3908355795
1919,Japan,JPN,158,0.0774441728,0.003332,0.006848551,9.27,6.3492063492
1920,Japan,JPN,158,0.0810090873,0.003133,0.007356116,10.26,8.1632653061
1921,Japan,JPN,158,0.0742387772,0.003283,0.007913365,9.2,6.25
1922,Japan,JPN,158,0.0731110229,0.003148,0.007920852,9.49,5.7142857143
1923,Japan,JPN,158,0.0724525355,0.003325,0.008154062,9.56,5.7971014493
1924,Japan,JPN,158,0.0730996697,0.003199,0.008126077,9.42,6.25
1925,Japan,JPN,158,0.0739852217,0.003201,0.008359865,9.02,6.3492063492
1926,Japan,JPN,158,0.0706284498,0.003127,0.008325024,8.83,6.57
1927,Japan,JPN,158,0.0695461084,0.003194,0.008850611,8.14,6.52
1928,Japan,JPN,158,0.06690459,0.003161,0.009458251,7.23,6.13
1929,Japan,JPN,158,0.0653719038,0.002977,0.009858714,6.68,6.25
1930,Japan,JPN,158,0.0587302637,0.002636,0.009515,6.83,6.02
1931,Japan,JPN,158,0.0519599537,0.002418,0.009445,7.52,5.73
1932,Japan,JPN,158,0.0525389685,0.002577,0.009826,6.61,8.68
1933,Japan,JPN,158,0.0541435584,0.002778,0.010458,6.06,7.1
1934,Japan,JPN,158,0.0549080093,0.002953,0.011013,5.44,6.7
1935,Japan,JPN,158,0.0562666126,0.002971,0.011468,5.33,6.3
1936,Japan,JPN,158,0.0575684498,0.003247,0.012668,5.04,7.28
1937,Japan,JPN,158,0.0620605448,0.004055,0.015049,4.93,9.53
1938,Japan,JPN,158,0.0680172067,0.005301,0.018802,4.71,10.91
1939,Japan,JPN,158,0.0760552942,0.007625,0.025955,,10.91
1940,Japan,JPN,158,0.0884227471,0.009581,0.033383,,3.81
1941,Japan,JPN,158,0.0896602493,0.012276,0.041989,,3.83
1942,Japan,JPN,158,0.0921314692,0.015363,0.054259,,3.78
1943,Japan,JPN,158,0.0976983368,0.020027,0.071481,,3.77
1944,Japan,JPN,158,0.1321780992,0.037752,0.119956,,3.76
1945,Japan,JPN,158,1.4217613281,0.096,0.44497,,3.76
1946,Japan,JPN,158,2.7113445571,0.169,0.315528,,3.7
1947,Japan,JPN,158,6.1093855041,0.352,0.564625,,3.7
1948,Japan,JPN,158,10.7480848235,0.636,0.94402,,4.5
1949,Japan,JPN,158,14.175367909,0.698,1.106566,,5.52
1950,Japan,JPN,158,13.2019872998,0.802,1.328339,,5.5
1951,Japan,JPN,158,15.5740897471,1.057,1.753416,,5.5
1952,Japan,JPN,158,16.3511578555,1.287,2.303626,,5.5
1953,Japan,JPN,158,17.4226947151,1.459,2.649706,,5.5
1954,Japan,JPN,158,18.5433115921,1.737,2.811572,,6.32
1955,Japan,JPN,158,18.3224571904,2.0258,3.7983166667,,6.32
1956,Japan,JPN,158,18.4042572194,2.2761,4.5517416667,,6.34
1957,Japan,JPN,158,18.9768309318,2.3822,5.4420416667,11.7742,6.32
1958,Japan,JPN,158,18.8950346871,2.6706,6.310325,9.68833,6.32
1959,Japan,JPN,158,19.0586309608,3.1595,7.5703666667,8.35333,6.32
1960,Japan,JPN,158,19.7948009468,3.8276,9.1292083333,8.4,6.43
1961,Japan,JPN,158,20.8581559113,4.5865,11.14125,8.29083,6.43
1962,Japan,JPN,158,22.2486996388,5.5417,13.1757416667,8.8375,6.43
1963,Japan,JPN,158,23.9664321291,7.0298,16.3292333333,7.54417,6.43
1964,Japan,JPN,158,24.8661946044,7.9529,19.4036833333,10.0242,6.892
1965,Japan,JPN,158,26.5021270657,9.4264,22.6102416667,6.9675,7.354
1966,Japan,JPN,158,27.8926707931,10.7071,26.5742666667,5.84,6.86
1967,Japan,JPN,158,28.956029542,12.0664,29.794675,6.39,6.9125
1968,Japan,JPN,158,30.5101657587,14.0697,34.441925,7.88,7.03333
1969,Japan,JPN,158,32.14609822,16.9777,40.3821916667,7.7,7.09083
1970,Japan,JPN,158,34.6000006963,19.9132,47.76495,8.28417,7.18833
1971,Japan,JPN,158,36.7000002573,25.9058,57.534225,6.41417,7.27667
1972,Japan,JPN,158,38.3999990009,31.6612,72.807375,4.72283,6.695
1973,Japan,JPN,158,42.8000004239,37.8653,89.3445833333,7.16075,7.2625
1974,Japan,JPN,158,53.3000020133,42.3756,99.987875,12.5391,9.26083
1975,Japan,JPN,158,59.6000006963,47.0207,113.081475,10.6713,9.2
1976,Japan,JPN,158,65.2000007872,52.9926,130.162775,6.977,8.71833
1977,Japan,JPN,158,70.4000000606,57.0189,144.9715833333,5.67975,7.3275
1978,Japan,JPN,158,73.1000027399,63.699,162.002775,4.357,6.0925
1979,Japan,JPN,158,75.7000023766,67.1674,181.208825,5.85719,7.6875
1980,Japan,JPN,158,81.8000025431,65.8195,197.859025,10.9298,9.215
1981,Japan,JPN,158,85.7999993642,72.4444,215.5146,7.43412,8.66
1982,Japan,JPN,158,88.1000012261,76.5087,235.3343,6.93525,8.055
1983,Japan,JPN,158,89.7000007115,75.8729,252.6455166667,6.39226,7.41917
1984,Japan,JPN,158,91.7000010142,81.4558,272.3694166667,6.09998,6.805
1985,Japan,JPN,158,93.5000028005,84.3638,295.1931833333,7.31483,6.34083
1986,Japan,JPN,158,94.1000021344,93.4194,320.7412083333,4.96132,4.94417
1987,Japan,JPN,158,94.2000013927,98.8363,354.0517416667,3.66879,4.21167
1988,Japan,JPN,158,94.8999999849,106.7036,393.6697,3.83478,4.27417
1989,Japan,JPN,158,96.9999995459,107.1646,432.6529416667,5.1171,5.05417
1990,Japan,JPN,158,100,113.6038,483.087075,7.3979,7.3625
1991,Japan,JPN,158,103.3000020133,124.0736,500.6612416667,7.52534,6.52583
1992,Japan,JPN,158,105.0000007569,128.0526,503.63315,4.65981,4.94417
1993,Japan,JPN,158,106.4000017257,136.5684,509.0196416667,3.05935,3.6925
1994,Japan,JPN,158,107.1000003179,141.1298,519.4719583333,2.19571,3.71417
1995,Japan,JPN,158,107.0000010596,157.3786,535.198075,1.21346,2.53167
1996,Japan,JPN,158,107.1000003179,177.3861,552.6414416667,0.46982,2.225
1997,Japan,JPN,158,109.0000013624,192.9343,569.5621166667,0.48404,1.6875
1998,Japan,JPN,158,109.6999999546,203.9256,606.4699,0.37148,1.09667
1999,Japan,JPN,158,109.4000021798,229.4142,616.303425,0.05856,1.77083
2000,Japan,JPN,158,108.600000545,234.833,629.2862583333,0.10838,1.7475
2001,Japan,JPN,158,107.7974465409,274.8297,646.7861416667,0.05797,1.32958
2002,Japan,JPN,158,106.8013981349,342.348,668.1553583333,0.01094,1.25
2003,Japan,JPN,158,106.5258505277,444.8351,680.2588,0.00136,1.01167
2004,Japan,JPN,158,106.5151979426,464.4385,688.9118083333,0.000850833,1.49917
2005,Japan,JPN,158,106.2116296285,487.1187,701.3872166667,0.00123833,1.35958
2006,Japan,JPN,158,106.4792829352,480.3684,708.4614833333,0.124527,1.73125
2007,Japan,JPN,158,106.5453000906,492.6613,719.6114833333,0.472652,1.65292
2008,Japan,JPN,158,108.0230834029,488.4148,734.6026166667,0.461417,1.44917
2009,Japan,JPN,158,106.5636915461,494.1012,754.4640166667,0.10525,1.3425
2010,Japan,JPN,158,105.7974986039,510.4914,775.3597416667,0.0935,1.15083
2011,Japan,JPN,158,105.5076134577,534.4663,796.6261416667,0.07775,1.11833
2012,Japan,JPN,158,105.4485291942,554.4393,816.6493666667,0.0825833,0.839167
2013,Japan,JPN,158,105.8081086787,586.6498,846.1186833333,0.075,0.7
1870,Netherlands,NLD,138,6.861802,132,143.1,3.75,4.75
1871,Netherlands,NLD,138,7.531862,143,156.2,2.5,4.33
1872,Netherlands,NLD,138,8.402618,168,182.8,5,4.66
1873,Netherlands,NLD,138,8.577742,165,181.6,4.69,4.33
1874,Netherlands,NLD,138,8.558529,166,184.9,3.5,4.01
1875,Netherlands,NLD,138,7.622025,175,198,3.19,3.96
1876,Netherlands,NLD,138,7.456004,184,211,2.75,3.96
1877,Netherlands,NLD,138,7.757039,187,217,2.75,3.91
1878,Netherlands,NLD,138,7.388066,200,233,3.31,3.98
1879,Netherlands,NLD,138,7.003095,188,221,3,3.86
1880,Netherlands,NLD,138,7.132564,191,228,2.5,3.84
1881,Netherlands,NLD,138,7.268859,194,235,3.07,3.72
1882,Netherlands,NLD,138,7.254517,195,239,4.26,3.75
1883,Netherlands,NLD,138,6.723037,186,233,3.81,3.84
1884,Netherlands,NLD,138,6.390245,186,238,2.8,3.75
1885,Netherlands,NLD,138,6.022478,186,241,2.37,3.6
1886,Netherlands,NLD,138,5.768768,198,260,1.92,3.36
1887,Netherlands,NLD,138,5.929934,195,262,2.13,3.38
1888,Netherlands,NLD,138,5.933093,193,265,2.13,3.25
1889,Netherlands,NLD,138,6.088611,204,282,2.18,2.99
1890,Netherlands,NLD,138,6.198106,208,291,2.59,3.19
1891,Netherlands,NLD,138,6.316848,195,281,2.75,3.15
1892,Netherlands,NLD,138,5.809324,189,280,2,3.01
1893,Netherlands,NLD,138,5.71468,193,291,2.88,2.96
1894,Netherlands,NLD,138,5.673238,200,308,1.75,2.66
1895,Netherlands,NLD,138,5.380884,204,321,1.54,2.69
1896,Netherlands,NLD,138,5.437947,200,329,2.44,2.8
1897,Netherlands,NLD,138,5.391495,202,342,2.32,2.84
1898,Netherlands,NLD,138,5.451661,203,352,2.49,2.88
1899,Netherlands,NLD,138,5.460253,219,374,3.24,3.14
1900,Netherlands,NLD,138,5.817804,214,379,3.44,3.29
1901,Netherlands,NLD,138,5.716451,222,395,3,3.24
1902,Netherlands,NLD,138,5.763882,222,406,2.47,3.07
1903,Netherlands,NLD,138,5.912365,234,428,3.19,3.11
1904,Netherlands,NLD,138,6.134073,236,444,2.77,3.12
1905,Netherlands,NLD,138,5.952556,259,481,2.39,3.16
1906,Netherlands,NLD,138,6.321865,277,510,3.77,3.17
1907,Netherlands,NLD,138,6.460879,260,496,4.86,3.31
1908,Netherlands,NLD,138,6.32345,266,515,3.01,3.31
1909,Netherlands,NLD,138,6.337075,274,541,2.07,3.27
1910,Netherlands,NLD,138,6.51565,281,556,3.64,3.25
1911,Netherlands,NLD,138,6.698619,283,573,3.17,3.52
1912,Netherlands,NLD,138,6.770419,299,600,3.91,3.71
1913,Netherlands,NLD,138,7.037938,602,916,4.88,3.5
1914,Netherlands,NLD,138,7.037938,686.5881538261,989.5881538261,3,3.49
1915,Netherlands,NLD,138,8.093629,949.9729749287,1259.9729749287,2.76,3.95
1916,Netherlands,NLD,138,9.008561,1229.5241139807,1572.5241139807,1.84,4.09
1917,Netherlands,NLD,138,9.571596,1528.390975213,1903.390975213,2.68,4.12
1918,Netherlands,NLD,138,11.40146,1891,2309,2.99,4.52
1919,Netherlands,NLD,138,12.38677,2288,2761,3.87,5
1920,Netherlands,NLD,138,13.6536,2403,2893,3.65,5.56
1921,Netherlands,NLD,138,11.89412,2380,2903,3.99,5.21
1922,Netherlands,NLD,138,10.48653,2203,2750.6519779582,3.55,4.86
1923,Netherlands,NLD,138,10.13463,2201,2765.6921254101,2.62,4.63
1924,Netherlands,NLD,138,10.20501,2219,2796.1360532033,4.19,4.7
1925,Netherlands,NLD,138,10.13463,2176,2769,3.1,4.18
1926,Netherlands,NLD,138,9.712355,2145,2772,2.84,4
1927,Netherlands,NLD,138,9.712355,2186,2842,3.67,4.01
1928,Netherlands,NLD,138,9.782734,2200,2895,4.23,3.88
1929,Netherlands,NLD,138,9.712355,2188,2920,4.82,3.94
1930,Netherlands,NLD,138,9.360457,2310,3115,2.08,3.81
1931,Netherlands,NLD,138,8.797422,2102,2990,1.47,3.86
1932,Netherlands,NLD,138,8.164008,2118,3075,0.81,3.89
1933,Netherlands,NLD,138,8.093629,1986,2981,1.1,3.68
1934,Netherlands,NLD,138,8.093629,1881,2906,0.89,3.35
1935,Netherlands,NLD,138,7.812111,1665,2689,3.18,3.43
1936,Netherlands,NLD,138,7.460215,1756,2797,1.64,3.32
1937,Netherlands,NLD,138,7.882491,2312,3537,0.19,3.13
1938,Netherlands,NLD,138,8.02325,2427,3734,0.15,2.99
1939,Netherlands,NLD,138,8.093629,2341,3569,1.1,3.56
1940,Netherlands,NLD,138,9.290078,3186,4183,1.96,3.98
1941,Netherlands,NLD,138,10.62729,4162,5112,2,3.68
1942,Netherlands,NLD,138,11.40146,,,1.75,3.21
1943,Netherlands,NLD,138,11.75336,,,1.17,3.11
1944,Netherlands,NLD,138,12.10525,,,0.97,3.09
1945,Netherlands,NLD,138,13.93512,4100,7078,1.71,3.01
1946,Netherlands,NLD,138,15.20195,6140,8790,1.2,2.99
1947,Netherlands,NLD,138,15.76498,6902,9563,1.35,3.06
1948,Netherlands,NLD,138,16.32802,7279,9880,1.3,3.27
1949,Netherlands,NLD,138,17.31333,7503,10181,1.27,3.27
1950,Netherlands,NLD,138,18.87153,6800,9670,1.4,3.28
1951,Netherlands,NLD,138,21.12226,7040,9470,1.36,3.88
1952,Netherlands,NLD,138,21.12226,7760,10310,1.08,3.95
1953,Netherlands,NLD,138,21.12226,8260,11066,0.57,3.43
1954,Netherlands,NLD,138,21.96715,8850,11935,0.55,3.31
1955,Netherlands,NLD,138,22.3896,9580,13130,0.96,3.26
1956,Netherlands,NLD,138,22.81204,9230,12600,2.38,3.84
1957,Netherlands,NLD,138,24.20259,9050,13060,4.06,4.58
1958,Netherlands,NLD,138,24.73065,10130,14880,3,4.31
1959,Netherlands,NLD,138,24.99467,10590,15510,3.5,4.12
1960,Netherlands,NLD,138,25.57554,11300,16210,3.5,4.21
1961,Netherlands,NLD,138,25.90997,12160,17000,3.5,3.91
1962,Netherlands,NLD,138,26.50229,13090,18130,4,4.21
1963,Netherlands,NLD,138,27.38831,14290,19900,3.5,4.23
1964,Netherlands,NLD,138,28.97433,15450,21970,4.5,4.92
1965,Netherlands,NLD,138,30.65336,16990,23320,4.7324999992,5.5
1966,Netherlands,NLD,138,32.4303,18160,24700,6.4249999991,6.59
1967,Netherlands,NLD,138,33.56108,19290,27390,5.6716666658,6.18
1968,Netherlands,NLD,138,34.79465,21490,31450,5.1908333324,6.49
1969,Netherlands,NLD,138,37.37928,23230,34640,7.7549999993,7.51
1970,Netherlands,NLD,138,38.75482,25950,38460,7.9549999993,8.22
1971,Netherlands,NLD,138,41.65274,29850,41910,4.849999999,7.35
1972,Netherlands,NLD,138,44.89822,35130,46900,1.9266666659,6.88
1973,Netherlands,NLD,138,48.49615,35140,57190,6.4358333328,7.92
1974,Netherlands,NLD,138,53.15632,39430,68660,9.2041666658,9.83
1975,Netherlands,NLD,138,58.58503,47200,72580,4.1674999993,8.79
1976,Netherlands,NLD,138,63.89136,51050,90740,7.2808333327,8.95
1977,Netherlands,NLD,138,68.02776,57770,92290,3.7941666659,8.1
1978,Netherlands,NLD,138,70.8033,60190,95710,6.2383333328,7.74
1979,Netherlands,NLD,138,73.78444,61880,102880,9.0316666661,8.78
1980,Netherlands,NLD,138,78.61105,65580,106820,10.1249999993,10.21
1981,Netherlands,NLD,138,83.91608,64030,112460,11.0116666662,11.5525
1982,Netherlands,NLD,138,88.8353,77385.48036,217947,8.061666666,10.0975
1983,Netherlands,NLD,138,91.34314,84640.09368,228955,5.284166666,8.61083
1984,Netherlands,NLD,138,94.33325,92000.48508,242234,5.7824999993,8.32833
1985,Netherlands,NLD,138,96.43115,99206.61678,264130,6.3041666658,7.34417
1986,Netherlands,NLD,138,96.52761,105815.54307,282729,5.681667,6.31333
1987,Netherlands,NLD,138,95.84438,112093.91286,294205,5.359167,6.4025
1988,Netherlands,NLD,138,96.55976,118350.24555,319812,4.816667,6.41583
1989,Netherlands,NLD,138,97.60469,130596.26202,359721,7.388333,7.21667
1990,Netherlands,NLD,138,100,137326.39236,386016,8.6825,8.92083
1991,Netherlands,NLD,138,103.1333,138730.15563,407193,9.281667,8.73917
1992,Netherlands,NLD,138,106.4167,147824.8668,432148,9.3525,8.10083
1993,Netherlands,NLD,138,109.1667,164284.37679,465084,6.854167,6.36
1994,Netherlands,NLD,138,112.225,168290.72157,466024,5.176667,6.8625
1995,Netherlands,NLD,138,114.3833,187447.5726,486566,4.3725,6.89917
1996,Netherlands,NLD,138,116.7583,212876.18229,514989,2.9975,6.15
1997,Netherlands,NLD,138,118.925334048,227021.79678,553239,3.334167,5.57583
1998,Netherlands,NLD,138,121.0457727541,267545.81997,653311.8666,3.455,4.63
1999,Netherlands,NLD,138,123.5126856028,298408.77852,705207.03339,2.9635,4.62917
2000,Netherlands,NLD,138,126.410293207,327387.56502,778030.83405,4.391767,5.40417
2001,Netherlands,NLD,138,132.8736514987,351588.70824,863063.18811,4.261783,4.9575
2002,Netherlands,NLD,138,137.9946020275,373509.01161,912254.40273,3.318592,4.88917
2003,Netherlands,NLD,138,141.0663618686,393174.91965,997176.57129,2.333467,4.1225
2004,Netherlands,NLD,138,143.0173096533,411542.8425,1056877.2789,2.106333,4.09417
2005,Netherlands,NLD,138,145.1496977402,443360.00748,1171943.99655,2.184683,3.37417
2006,Netherlands,NLD,138,147.5475707469,506703.44772,1341506.25879,3.079225,3.78083
2007,Netherlands,NLD,138,149.8891506946,530036.3292,1408554.13554,4.277608,4.28667
2008,Netherlands,NLD,138,153.204698708,524394.8316,1469259.73491,4.634233,4.2275
2009,Netherlands,NLD,138,154.6953804264,600603.53082,1494794.12268,1.228358,3.68667
2010,Netherlands,NLD,138,156.1325005106,672265.97631,1546382.97378,0.8109583,2.99167
2011,Netherlands,NLD,138,159.9920959232,699966.61101,1602681.15315,1.3906,2.98917
2012,Netherlands,NLD,138,164.4942735025,749292.25194,1645029.84822,0.5731834,1.93275
2013,Netherlands,NLD,138,168.7020370187,718834.77603,1633768.89012,0.2206667,1.9613333333
1870,Norway,NOR,142,2.522934448,38.93262,163.7876,4.99,5.39
1871,Norway,NOR,142,2.5481843208,43.345,182.8611,4.31,4.99
1872,Norway,NOR,142,2.7054515105,49.31408,205.5049,3.95,4.63
1873,Norway,NOR,142,2.8171340076,55.59187,229.7271,4.33,4.71
1874,Norway,NOR,142,2.9630050242,57.94587,233.4305,4.93,4.59
1875,Norway,NOR,142,2.9060241583,51.99604,235.0754,5.89,4.62
1876,Norway,NOR,142,2.8262509461,50.59717,241.8247,5.76,4.74
1877,Norway,NOR,142,2.8490432925,51.05292,238.5173,5.99,4.78
1878,Norway,NOR,142,2.7122892144,46.23758,237.5984,6.29,4.83
1879,Norway,NOR,142,2.5413466169,46.56575,249.2959,5.49,4.6
1880,Norway,NOR,142,2.6347952369,52.45842,264.7555,4.57,4.32
1881,Norway,NOR,142,2.6393537061,50.61542,279.6985,4.42,4.1
1882,Norway,NOR,142,2.6484706447,50.45233,295.217,4.83,4.1
1883,Norway,NOR,142,2.671262991,50.90858,304.025,4.56,4.11
1884,Norway,NOR,142,2.5686974325,52.59308,308.5075,4.55,4.07
1885,Norway,NOR,142,2.4592941701,48.96608,309.8285,4.52,3.99
1886,Norway,NOR,142,2.3612870808,49.51142,312.128,4.6,3.87
1887,Norway,NOR,142,2.3088646842,52.44325,321.5975,4.27,3.77
1888,Norway,NOR,142,2.3270985613,56.40425,341.4925,3.67,3.58
1889,Norway,NOR,142,2.3612870808,60.95958,358.7465,3.55,3.45
1890,Norway,NOR,142,2.3954756003,62.29642,361.2375,3.72,3.45
1891,Norway,NOR,142,2.509437332,60.04125,364.4895,4.98,3.58
1892,Norway,NOR,142,2.4706903432,58.52658,375.878,5.52,3.55
1893,Norway,NOR,142,2.3430532037,58.2515,391.752,5,3.53
1894,Norway,NOR,142,2.279234634,58.2915,415.543,4.5,3.41
1895,Norway,NOR,142,2.279234634,62.08967,436.116,3.83,3.17
1896,Norway,NOR,142,2.3248193267,63.1545,468.5315,4.04,3.08
