year,country,iso,ifs,cpi,narrowm,money,stir,ltrate
1963,Canada,CAN,156,20.59388,7.53,16.7763,3.5616666667,5.09
1964,Canada,CAN,156,20.96302,8.25,18.5079,3.7491666667,5.1841666667
1965,Canada,CAN,156,21.47892,9.43,20.3724,3.9841666667,5.2083333333
1966,Canada,CAN,156,22.28168,10.13,22.0041,4.995,5.69
1967,Canada,CAN,156,23.07778,11.7,25.828,4.6408333333,5.9366666667
1968,Canada,CAN,156,24.02064,15.97,29.118,6.2675,6.7483333333
1969,Canada,CAN,156,25.10359,15.3,31.892,7.1925,7.5841666667
1970,Canada,CAN,156,25.9486,15.57,34.785,5.9908333333,7.9125
1971,Canada,CAN,156,26.68465,17.61,38.792,3.5625,6.9475
1972,Canada,CAN,156,27.95885,19.77,43.952,3.5608333333,7.2316666667
1973,Canada,CAN,156,30.08695,21.5,52.229,5.47,7.5608333333
1974,Canada,CAN,156,33.35582,21.83,60.854,7.8241666667,8.9033333333
1975,Canada,CAN,156,36.96269,25.97,70.76,7.395,9.035
1976,Canada,CAN,156,39.7379,26.36,81.753,8.8675,9.1758333333
1977,Canada,CAN,156,42.91337,29.1,92.677,7.3316666667,8.7
1978,Canada,CAN,156,46.73817,31.12,105.655,8.6758333333,9.27
1979,Canada,CAN,156,51.01216,31.56,125.034,11.6875,10.2133333333
1980,Canada,CAN,156,56.20678,34.75,146.923,12.7933333333,12.4841666667
1981,Canada,CAN,156,63.21149,36.75,162.514,17.72,15.2191666667
1982,Canada,CAN,156,70.04046,39.82,174.328,13.6575,14.2558333333
1983,Canada,CAN,156,74.11412,44.09,184.37,9.31,11.7916666667
1984,Canada,CAN,156,77.3298,52.44,199.52,11.0591666667,12.7508333333
1985,Canada,CAN,156,80.38505,68.91,220.807,9.43,11.0441666667
1986,Canada,CAN,156,83.74023,80.22,246.197,8.9708333333,9.52
1987,Canada,CAN,156,87.39537,85.2,267.704,8.1458333333,9.95
1988,Canada,CAN,156,90.911,90.12,302.38,9.4825,10.2241666667
1989,Canada,CAN,156,95.45201,95.45,345.478,12.0541666667,9.92
1990,Canada,CAN,156,100,96.22,373.909,12.8083333333,10.8516666667
1991,Canada,CAN,156,105.6152,100.45,391.322,8.7266666667,9.7641666667
1992,Canada,CAN,156,107.2056,108.82,404.448,6.585,8.765
1993,Canada,CAN,156,109.1797,114.4,415.341,4.8433333333,7.845
1994,Canada,CAN,156,109.382,128.32,426.028,5.5383333333,8.6316666667
1995,Canada,CAN,156,111.7536,138.07,445.04,6.8925,8.2808333333
1996,Canada,CAN,156,113.4975,155.56,452.033,4.2066666667,7.5033333333
1997,Canada,CAN,156,114.637,169.92,448.721,3.2583333333,6.4241666667
1998,Canada,CAN,156,115.945,179.62,451.738,4.7308333333,5.465
1999,Canada,CAN,156,118.6871,199.95,477.142,4.71975,5.6908333333
2000,Canada,CAN,156,122.3996,225.19,510.32,5.4898333333,5.8858333333
2001,Canada,CAN,156,123.7081,253.75,540.224,3.7685833333,5.7825
2002,Canada,CAN,156,128.4337,268.5,569.587,2.58575,5.6616666667
2003,Canada,CAN,156,130.6274,283.95,604.554,2.8700833333,5.2783333333
2004,Canada,CAN,156,133.6227,311.74,642.028,2.2199166667,5.0808333333
2005,Canada,CAN,156,136.7027,341.446,680.08,2.7260833333,4.3858333333
2006,Canada,CAN,156,138.6015,377.996,742.935,4.0341666667,4.2991666667
2007,Canada,CAN,156,142.0194,404.378,793.518,4.1516666667,4.335
2008,Canada,CAN,156,145.6406591022,456.907,903.149,2.39,4.04
2009,Canada,CAN,156,146.0771675452,516.176,987.484,0.35,3.8908333333
2010,Canada,CAN,156,148.6617570103,563.629,1041.045,0.5975,3.6575
2011,Canada,CAN,156,152.959195395,618.319,1108.132,0.9216666667,3.2141666667
2012,Canada,CAN,156,155.2987274885,664.067,1173.414,0.9725,2.3316666667
2013,Canada,CAN,156,156.7767297604,705.209,1253.791,0.9691666667,2.7183333333
1870,Switzerland,CHE,146,12.8357,157.1781933512,,4.75,
1871,Switzerland,CHE,146,14.08927,180.3949702377,,3.82,
1872,Switzerland,CHE,146,16.98898,191.7745185172,,4.49,
1873,Switzerland,CHE,146,18.05872,207.7168704364,,5.4,
1874,Switzerland,CHE,146,15.09038,214.939604449,,4.63,
1875,Switzerland,CHE,146,14.21081,223.1891577372,,4.18,
1876,Switzerland,CHE,146,15.3944,229.3651499188,,3.53,
1877,Switzerland,CHE,146,15.52564,237.5678582793,,3.65,
1878,Switzerland,CHE,146,13.88131,245.3145016548,,3.85,
1879,Switzerland,CHE,146,13.17633,257.6298715918,,3.35,
1880,Switzerland,CHE,146,13.18473,273.8387549958,942.3549861496,2.97,4.1
1881,Switzerland,CHE,146,12.50219,270.8019114122,931.2466759003,4.13,4
1882,Switzerland,CHE,146,12.53848,259.5510520717,892.3675900277,4.51,4.15
1883,Switzerland,CHE,146,11.98727,268.5151251179,923.8411357341,3.03,3.95
1884,Switzerland,CHE,146,10.77349,285.1816888492,981.2340720222,2.91,3.8
1885,Switzerland,CHE,146,9.656342,284.5657049734,977.5313019391,3.11,3.8
1886,Switzerland,CHE,146,9.257564,288.360682558,992.3423822715,3.02,3.65
1887,Switzerland,CHE,146,9.455994,309.0074497947,1062.6950138504,2.99,3.5
1888,Switzerland,CHE,146,9.301783,303.883045471,1044.1811634349,3.16,3.5
1889,Switzerland,CHE,146,10.02392,310.6658679219,1068.2491689751,3.75,3.55
1890,Switzerland,CHE,146,10.46347,322.2139502514,1107.1282548477,3.92,3.55
1891,Switzerland,CHE,146,10.74528,310.7331738524,1068.2491689751,3.95,3.6
1892,Switzerland,CHE,146,10.59825,315.7003515225,1084.911634349,3.12,3.45
1893,Switzerland,CHE,146,10.37565,330.1242816499,1134.8990304709,3.39,3.11
1894,Switzerland,CHE,146,10.31382,346.2222448804,1190.4405817175,3.63,3.02
1895,Switzerland,CHE,146,10.04175,358.5096155504,1233.0224376731,3.8,2.94
1896,Switzerland,CHE,146,9.918081,396.3177797193,1362.6193905817,4.08,2.87
1897,Switzerland,CHE,146,10.06648,421.8148815307,1449.6344875346,4.15,2.93
1898,Switzerland,CHE,146,10.44985,434.4021674269,1494.0677285319,4.38,2.97
1899,Switzerland,CHE,146,10.12831,450.0516039366,1547.7578947369,4.85,3.775
1900,Switzerland,CHE,146,9.757315,477.5958829298,1642.178531856,4.75,3.82
1901,Switzerland,CHE,146,9.880981,472.7180875354,1625.516066482,4.19,3.6025
1902,Switzerland,CHE,146,9.942815,524.0353596245,1801.3976454294,3.99,3.4775
1903,Switzerland,CHE,146,10.14068,541.0799134614,1860.641966759,3.97,3.4775
1904,Switzerland,CHE,146,10.14068,578.847694072,1990.2389196676,3.89,3.5233333333
1905,Switzerland,CHE,146,10.48695,629.0046119195,2162.4177285319,4.04,3.5358333333
1906,Switzerland,CHE,146,10.78375,702.4585353226,2416.0574792244,4.59,3.5491666667
1907,Switzerland,CHE,146,11.09292,777.6699511826,2673.4,5.5,3.6575
1908,Switzerland,CHE,146,11.24132,756.699643857,2854.1,3.5,3.735
1909,Switzerland,CHE,146,11.42682,800.6614929492,3143.9,4,3.64
1910,Switzerland,CHE,146,11.90912,809.2517393235,3337.5,4.5,3.7
1911,Switzerland,CHE,146,12.19355,859.782600349,3511.6,4,3.8491666667
1912,Switzerland,CHE,146,12.63875,933.052348836,3571.8,5,4.0191666667
1913,Switzerland,CHE,146,12.36668,864.5830321464,3572.3,4.5,4.17
1914,Switzerland,CHE,146,12.58929,1309.0019548658,3744.8,5,4.16
1915,Switzerland,CHE,146,14.47768,1349.1739893811,4017.4,4.5,4.75
1916,Switzerland,CHE,146,16.86964,1651.3485383136,4555.1,4.5,4.85
1917,Switzerland,CHE,146,21.52768,2017.1919721383,5161,4.5,5.03
1918,Switzerland,CHE,146,25.68214,2888.344016218,5980.2,5.5,5.34
1919,Switzerland,CHE,146,27.94821,3028.3145012587,6584.2,5,5.56
1920,Switzerland,CHE,146,28.2,2969.9513567742,6789.7,5,7
1921,Switzerland,CHE,146,25.17857,2855.4989565514,6604,4,6.1
1922,Switzerland,CHE,146,20.64643,2853.7303764155,6604,3,4.8
1923,Switzerland,CHE,146,20.64643,2709.4647681877,6982.2,4,4.79
1924,Switzerland,CHE,146,21.27589,2583.8955785393,7025.5,4,5.31
1925,Switzerland,CHE,146,21.15,2514.6682989344,7425.1,3.5,5.05
1926,Switzerland,CHE,146,20.39464,2542.7129268035,8055.8,3.5,4.8
1927,Switzerland,CHE,146,20.14286,2653.8808210597,8568.8,3.5,4.79
1928,Switzerland,CHE,146,20.26875,2780.9659365388,9311.7,3.5,4.73
1929,Switzerland,CHE,146,20.26875,2976.2677144024,10143.3,3.5,4.66
1930,Switzerland,CHE,146,19.89107,3242.0600433966,10897.2,2.5,4.12
1931,Switzerland,CHE,146,18.88393,6411.1029926112,11237.1,2,3.86
1932,Switzerland,CHE,146,17.37321,6576.0862538595,11150.2,2,3.8
1933,Switzerland,CHE,146,16.49196,5534.3925538187,10630.7,2,4.02
1934,Switzerland,CHE,146,16.24018,5117.7656046634,10412.6,2,4.16
1935,Switzerland,CHE,146,16.11429,4418.9237966806,9787.6,2.5,4.64
1936,Switzerland,CHE,146,16.36607,6584.1711916236,10492.3,1.5,4.43
1937,Switzerland,CHE,146,17.24732,8005.351657966,11331.2,1.5,3.41
1938,Switzerland,CHE,146,17.24732,8526.5774894441,11705,1.5,3.24
1939,Switzerland,CHE,146,17.37321,6994.987091761,11850.9,1.5,3.76
1940,Switzerland,CHE,146,19.00982,8422.4839157316,12266,1.5,4.06
1941,Switzerland,CHE,146,21.90536,8282.5134306909,12799,1.5,3.39
1942,Switzerland,CHE,146,24.29732,9669.332911536,13782.1,1.5,3.15
1943,Switzerland,CHE,146,25.55625,10512.6929820517,14893.2,1.5,3.32
1944,Switzerland,CHE,146,26.18571,11203.7025065755,16306.9,1.5,3.27
1945,Switzerland,CHE,146,26.4375,12090.0138089629,17599.6,1.5,3.29
1946,Switzerland,CHE,146,26.18571,12221.3940476292,18773.7,1.5,3.1
1947,Switzerland,CHE,146,27.31875,13049.8475141424,19800,1.5,3.17
1948,Switzerland,CHE,146,28.19728,14159.2525679574,20409.1,1.5,3.419999999
1949,Switzerland,CHE,146,27.97225,15012.7188106782,21417.5,1.5,2.94
1950,Switzerland,CHE,146,27.53951,14606.198033728,21963.6,1.5,2.669999999
1951,Switzerland,CHE,146,28.85504,15010.2517115178,22808.6,1.5,2.949999999
1952,Switzerland,CHE,146,29.58204,15417.0447362756,23788.3,1.5,2.839999999
1953,Switzerland,CHE,146,29.39164,15645.7802081091,25063.3,1.5,2.55
1954,Switzerland,CHE,146,29.59935,16273.0906637962,26588.3,1.5,2.619999999
1955,Switzerland,CHE,146,29.8763,16708.6468317187,27988.7,1.5,2.97
1956,Switzerland,CHE,146,30.32635,17746.8593326157,29606.4,1.5,3.11
1957,Switzerland,CHE,146,30.92065,17978.3341514173,30823.9,2.5,3.639999999
1958,Switzerland,CHE,146,31.48898,19735.6252314316,33274.5,2.5,3.19
1959,Switzerland,CHE,146,31.28559,20817.6672838177,36128.7,2,3.08
1960,Switzerland,CHE,146,31.73564,23063.9317976319,40293.4,2,3.089999999
1961,Switzerland,CHE,146,32.32128,26208.7021169717,45479.8,2,2.959999999
1962,Switzerland,CHE,146,33.71614,28960.376146394,50567.3,2,3.129999999
1963,Switzerland,CHE,146,34.87588,30736.8426551848,54984.6,2,3.25
1964,Switzerland,CHE,146,35.95052,32344.8393254395,59092.2,2.5,3.97
1965,Switzerland,CHE,146,37.17805,33593.9815428776,63541.9,2.5,3.949999999
1966,Switzerland,CHE,146,38.95372,34308.9511015429,67627.4,3.5,4.16
1967,Switzerland,CHE,146,40.52024,35956.6683028346,72450.5,3,4.61
1968,Switzerland,CHE,146,41.49773,39865.7164262648,81045,3,4.369999999
1969,Switzerland,CHE,146,42.53061,42185.9433082167,89162.2,6.25,4.899999999
1970,Switzerland,CHE,146,44.06853,45096.4994617869,96773.5,6.75,5.819999999
1971,Switzerland,CHE,146,46.96516,54656.8203803373,106805,1.149999999,5.269999999
1972,Switzerland,CHE,146,50.09313,59328.7766343739,120500.9,2.69,4.97
1973,Switzerland,CHE,146,54.47881,60547.7860351633,129631,3.639999999,5.599999999
1974,Switzerland,CHE,146,59.79961,61351.7843702906,137534.4,5.97,7.149999999
1975,Switzerland,CHE,146,63.80407,64655.4368137783,148101.9,2.75,6.439999999
1976,Switzerland,CHE,146,64.89886,69984.8363401507,159202.6,1.509999999,4.989999999
1977,Switzerland,CHE,146,65.73298,72804.9940437747,172160.6,2.47,4.05
1978,Switzerland,CHE,146,66.42699,89664.304958737,189991.6,0.659999999,3.33
1979,Switzerland,CHE,146,68.85001,83410.3758306422,206722.5,1.0016666661,3.449999999
1980,Switzerland,CHE,146,71.61918,83211.7731754575,215527,2.2908333333,4.769999999
1981,Switzerland,CHE,146,76.26743,77437.2297667743,224498,2.9341666667,5.57
1982,Switzerland,CHE,146,80.58051,86188.0736562612,236479,1.3225,4.8325
1983,Switzerland,CHE,146,82.97189,87594.7283243631,252911.1,1.8433333333,4.514999999
1984,Switzerland,CHE,146,85.39067,95432,254126.4,3.3406666667,4.7025
1985,Switzerland,CHE,146,88.33022,99998,269515.4,2.125,4.776666666
1986,Switzerland,CHE,146,88.99487,105751,290139.1,2.875,4.2933333329
1987,Switzerland,CHE,146,90.28306,119211,322325.5,0.5625,4.1175
1988,Switzerland,CHE,146,91.96182,124878,341073,4.875,4.1483333333
1989,Switzerland,CHE,146,94.8671,119620,362631.5,9.6875,5.1975
1990,Switzerland,CHE,146,100,119252,372832.2,8.75,6.68
1991,Switzerland,CHE,146,105.8441,120750,383759.7,7.5625,6.35
1992,Switzerland,CHE,146,110.1336,124059,393422.8,6.375,5.48
1993,Switzerland,CHE,146,113.7876,136593,416301.2,4.125,4.05
1994,Switzerland,CHE,146,114.7462,141404,433986.7,3.5,5.23
1995,Switzerland,CHE,146,116.8247,155236,427002.8,1.75,3.73
1996,Switzerland,CHE,146,117.7738,169983,455643.6,1.5,3.63
1997,Switzerland,CHE,146,118.383868284,184761,470952.7,1,3.08
1998,Switzerland,CHE,146,118.406361219,194534,472944.2,0.875,2.71
1999,Switzerland,CHE,146,119.3630846176,206942,477466.6,1.09375,3.62
2000,Switzerland,CHE,146,121.2263423685,202840,472051.1,3.5,3.55
2001,Switzerland,CHE,146,122.426483158,220247,498211.9,1.65,3.56
2002,Switzerland,CHE,146,123.2100126502,240382,519280.2,0.44,2.4
2003,Switzerland,CHE,146,123.9936283306,290522,557415.3,0.09,2.78
2004,Switzerland,CHE,146,124.9868172935,276297,567029,0.55,2.38
2005,Switzerland,CHE,146,126.4541625286,290301,594872,0.63,1.96
2006,Switzerland,CHE,146,127.795841193,278368,610606,1.94,2.49
2007,Switzerland,CHE,146,128.738974501,271171,624218,2,3.11
2008,Switzerland,CHE,146,131.8686189711,328752,637700,0.01,2.15
2009,Switzerland,CHE,146,131.242243031,396652,678440,0.05,1.97
2010,Switzerland,CHE,146,132.1399399733,432179,726050,0.04,1.67
2011,Switzerland,CHE,146,132.4385762377,483411,778579,0.07,0.74
2012,Switzerland,CHE,146,131.5128305898,538549,855170,-0.02,0.56
2013,Switzerland,CHE,146,131.2248174908,554429,920683,0.01,1.25
1870,Germany,DEU,134,1.15036189355976E-11,1.084E-12,2.919525E-12,6.75,4.626933
1871,Germany,DEU,134,1.20217999712088E-11,1.324E-12,3.451546875E-12,4.125,4.455575
1872,Germany,DEU,134,1.27472534908393E-11,1.876E-12,4.5082625E-12,4.125,4.285192
1873,Germany,DEU,134,1.34727068730535E-11,2.084E-12,5.145809375E-12,4.625,4.324108
1874,Germany,DEU,134,1.35763430424945E-11,1.973E-12,5.3290125E-12,3.5,4.2671833
1875,Germany,DEU,134,1.28508896950925E-11,1.596E-12,5.09158125E-12,4.75,4.248025
1876,Germany,DEU,134,1.29545258803238E-11,1.469E-12,5.159E-12,3.75,4.253242
1877,Germany,DEU,134,1.27472534908393E-11,1.43E-12,5.03E-12,4,4.234717
1878,Germany,DEU,134,1.23327085664247E-11,1.412E-12,5.135E-12,4.5,4.274867
1879,Germany,DEU,134,1.20217999712087E-11,1.639E-12,5.352E-12,3.5,4.180083
1880,Germany,DEU,134,1.25399810735411E-11,1.659E-12,5.522E-12,3.375,4.05
1881,Germany,DEU,134,1.23327085664247E-11,1.86E-12,5.999E-12,4.125,3.96
1882,Germany,DEU,134,1.24363447769628E-11,1.793E-12,6.204E-12,3.875,3.94
1883,Germany,DEU,134,1.20217999712087E-11,1.939E-12,7.089E-12,3.5,3.92
1884,Germany,DEU,134,1.19181637972533E-11,2.113E-12,7.508E-12,2.89,3.88
1885,Germany,DEU,134,1.16072551424247E-11,2.217E-12,7.696E-12,2.85,3.81
1886,Germany,DEU,134,1.15036189355976E-11,2.42E-12,8.142E-12,2.16,3.74
1887,Germany,DEU,134,1.15036189355976E-11,2.381E-12,8.406E-12,2.3,3.7
1888,Germany,DEU,134,1.16072551424247E-11,2.544E-12,8.799E-12,2.11,3.64
1889,Germany,DEU,134,1.20217999712087E-11,3.019E-12,9.771E-12,2.63,3.6
1890,Germany,DEU,134,1.23327085664247E-11,2.91E-12,9.892E-12,3.78,3.68
1891,Germany,DEU,134,1.25399810735411E-11,2.964E-12,1.0129E-11,3.02,3.71
1892,Germany,DEU,134,1.24363447769628E-11,2.961E-12,1.0494E-11,1.8,3.68
1893,Germany,DEU,134,1.17108913792998E-11,2.956E-12,1.0888E-11,3.17,3.65
1894,Germany,DEU,134,1.15036189355976E-11,3.502E-12,1.1828E-11,1.74,3.56
1895,Germany,DEU,134,1.17108913792998E-11,3.863E-12,1.2776E-11,2.01,3.36
1896,Germany,DEU,134,1.18145275899515E-11,3.804E-12,1.3347E-11,3.04,3.35
1897,Germany,DEU,134,1.20217999712087E-11,4.168E-12,1.5329E-11,3.09,3.36
1898,Germany,DEU,134,1.20217999712087E-11,4.65E-12,1.62355E-11,3.55,3.4
1899,Germany,DEU,134,1.23327085664247E-11,5.11E-12,1.7753E-11,4.45,3.55
1900,Germany,DEU,134,1.2643617291678E-11,5.457E-12,1.8144E-11,4.41,3.68
1901,Germany,DEU,134,1.2643617291678E-11,5.486E-12,1.9264E-11,3.06,3.65
1902,Germany,DEU,134,1.27472534908393E-11,5.918E-12,2.0581E-11,2.19,3.52
1903,Germany,DEU,134,1.27472534908393E-11,6.252E-12,2.1944E-11,3.01,3.53
1904,Germany,DEU,134,1.27472534908393E-11,7.04E-12,2.3685E-11,3.14,3.57
1905,Germany,DEU,134,1.31617983055137E-11,7.987E-12,2.6406E-11,2.85,3.57
1906,Germany,DEU,134,1.38872517069251E-11,8.899E-12,2.8581E-11,4.04,3.63
1907,Germany,DEU,134,1.37836155239911E-11,9.758E-12,2.9769E-11,5.12,3.75
1908,Germany,DEU,134,1.37836155239911E-11,1.0214E-11,3.1637E-11,3.52,3.8
1909,Germany,DEU,134,1.41981603857654E-11,1.1202E-11,3.4704E-11,2.86,3.7
1910,Germany,DEU,134,1.47163413956482E-11,1.2316E-11,3.657E-11,3.54,3.76
1911,Germany,DEU,134,1.47163413956482E-11,1.2836E-11,3.853E-11,3.54,3.79
1912,Germany,DEU,134,1.49236137802012E-11,1.3147E-11,4.0215E-11,4.22,3.91
1913,Germany,DEU,134,1.5027249944262E-11,1.3508E-11,4.1897E-11,4.98,4.09
1914,Germany,DEU,134,1.5441794870298E-11,,4.6563E-11,3.63,5.06
1915,Germany,DEU,134,1.9379970725641E-11,,5.1251E-11,3.89,5.06
1916,Germany,DEU,134,2.5494506967403E-11,,6.1387E-11,4.62,5.1
1917,Germany,DEU,134,3.82417605234517E-11,,8.5068E-11,4.63,5.11
1918,Germany,DEU,134,4.70508379625631E-11,,1.11601E-10,4.63,5.11
1919,Germany,DEU,134,6.24926328826221E-11,,1.63044E-10,4.63,6.2
1920,Germany,DEU,134,1.53381586506494E-10,,2.4473E-10,3.59,6.34
1921,Germany,DEU,134,2.01054240706597E-10,,1.31131E-10,3.49,6.45
1922,Germany,DEU,134,2.25926931019631E-09,,1.454634E-09,5.94,
1923,Germany,DEU,134,2.3882661418,4.269,,,
1924,Germany,DEU,134,19.8029452767,8.977,,11.11,9.97
1925,Germany,DEU,134,21.6594713598,11.73,16.706,8.2,8.45
1926,Germany,DEU,134,21.8141818964,14.759,19.293,6.03,6.71
1927,Germany,DEU,134,22.8971554569,17.136,20.989,7.26,5.93
1928,Germany,DEU,134,23.5159974943,18.85,21.891,7.46,6.89
1929,Germany,DEU,134,23.8254185243,19.466,22.267,8.27,7.27
1930,Germany,DEU,134,22.8971554569,18.062,20.898,5.66,7.24
1931,Germany,DEU,134,21.0406293393,14.291,17.577,8.45,7.33
1932,Germany,DEU,134,18.7199716942,11.738,15.933,5.04,10.19
1933,Germany,DEU,134,18.255840167,11.173,16.253,5.05,7.81
1934,Germany,DEU,134,18.7199716942,11.768,17.583,4.55,6.77
1935,Germany,DEU,134,19.0293926992,12.741,19.659,3.47,4.78
1936,Germany,DEU,134,19.1841032237,13.914,21.154,3.31,4.77
1937,Germany,DEU,134,19.3388137394,13.147,22.916,3.17,4.6
1938,Germany,DEU,134,19.4935242367,16.903,27.891,3.01,4.51
1939,Germany,DEU,134,19.4935242367,,,2.5,4.56
1940,Germany,DEU,134,20.1123662859,,,2.22,4.49
1941,Germany,DEU,134,20.5764978204,,,2.18,4.4
1942,Germany,DEU,134,21.1953398684,,,2.13,4.35
1943,Germany,DEU,134,21.3500503714,,,2.13,4.35
1944,Germany,DEU,134,21.8141818964,,,2.13,
1945,Germany,DEU,134,22.4330239351,,,,
1946,Germany,DEU,134,24.4442605489,,,,
1947,Germany,DEU,134,26.1460761594,,,,
1948,Germany,DEU,134,30.1685494256,12.02,23.7568709677,,5.5556
1949,Germany,DEU,134,32.2909683018,14.44,29.2392258065,,5.0891
1950,Germany,DEU,134,30.2824384987,16.31,32.8941290323,4.31,5.2763
1951,Germany,DEU,134,32.5999720819,18.99,38.376483871,6.02,5.3184
1952,Germany,DEU,134,33.295232181,20.99,42.0313870968,5.11,4.75
1953,Germany,DEU,134,32.6772235597,22.9,45.6862903226,3.58,5.2521
1954,Germany,DEU,134,32.7544750334,26,51.1686451613,2.89,5.0236
1955,Germany,DEU,134,33.295232181,28.8,56.651,3.13,4.9761
1956,Germany,DEU,134,34.144995171,30.9,63.125,4.7,6.888499999
1957,Germany,DEU,134,34.8660046953,34.7,73.276,3.96,7.4875
1958,Germany,DEU,134,35.5934531259,38.9,83.248,3.08,6.7886666657
1959,Germany,DEU,134,35.9410831628,44.1,96.682,2.705,5.7903333323
1960,Germany,DEU,134,36.4754034733,47.1,107.181,4.564,6.3893333323
1961,Germany,DEU,134,37.3058528418,54.3,123.019,2.932,5.8901666657
1962,Germany,DEU,134,38.3809313177,57.9,135.775,2.662,5.8901666657
1963,Germany,DEU,134,39.5268223379,61.9,149.154,2.996,6.0898333323
1964,Germany,DEU,134,40.4538357918,67.2,163.168,3.288,6.1896666657
1965,Germany,DEU,134,41.7606676397,72.4,180.401,4.104,7.0881666657
1966,Germany,DEU,134,43.2735023615,73.8,195.331,5.339,8.086499999
1967,Germany,DEU,134,43.9687624288,81.3,218.681,3.348,6.9883333333
1968,Germany,DEU,134,44.6833351195,87.9,244.424,2.593,6.4891666667
1969,Germany,DEU,134,45.520222328,93.2,267.305,4.807,6.7886666657
1970,Germany,DEU,134,47.0845569805,101.9,291.517,8.647,8.2861666667
1971,Germany,DEU,134,49.5501556473,114.5,330.735,6.163,7.9866666667
1972,Germany,DEU,134,52.2732570589,131.6,378.449,4.302,7.8868333323
1973,Germany,DEU,134,55.9298108537,133.9,416.749,10.183,9.2845
1974,Germany,DEU,134,59.8245538384,148.5,429.0916666667,8.866,10.3826666667
1975,Germany,DEU,134,63.3781057095,170.1,459.6916666667,4.404,8.4858333333
1976,Germany,DEU,134,66.1012081294,175,502.6666666667,3.885,7.786999999
1977,Germany,DEU,134,68.5410552871,196.6,549.2166666667,4.139,6.1896666657
1978,Germany,DEU,134,70.3822074396,225.8,606.5583333333,3.36,5.7903333323
1979,Germany,DEU,134,73.2791244281,233.4,664.5833333333,5.872,7.3876666657
1980,Germany,DEU,134,77.2511188361,242.7,708.175,9.061,8.4858333333
1981,Germany,DEU,134,82.1372529935,238.8,767.3083333333,11.263,10.1083333333
1982,Germany,DEU,134,86.4633153505,255.6,823.5916666667,8.666,8.965
1983,Germany,DEU,134,89.2958565856,277.1,877.5833333333,5.363,8.0183333333
1984,Germany,DEU,134,91.446012515,295,916.5333333333,5.545,7.9491666667
1985,Germany,DEU,134,93.4416666021,315,960.9083333333,5.193,6.9475
1986,Germany,DEU,134,93.3248540573,341,1041.475,4.573,5.8941666667
1987,Germany,DEU,134,93.5506908008,367,1112.8,3.722,6.1408333333
1988,Germany,DEU,134,94.7421714176,409,1187.8666666667,4.009,6.4891666667
1989,Germany,DEU,134,97.3743311137,434,1287.5416666667,6.589,6.8983333333
1990,Germany,DEU,134,100,559,1461.625,7.923,8.7041666667
1991,Germany,DEU,134,103.6362068759,583,1649.2083333333,8.84,8.4583333333
1992,Germany,DEU,134,108.878032953,653,1801.9666666667,9.416,7.8475
1993,Germany,DEU,134,113.7312543114,709,1986.0333333333,7.489,6.5108333333
1994,Germany,DEU,134,116.8400814923,756,2179.6666666667,5.347,6.8666666667
1995,Germany,DEU,134,118.9903566161,809,2215.8,4.503,6.85
1996,Germany,DEU,134,120.7606598525,909,2341.55,3.273,6.2158333333
1997,Germany,DEU,134,122.5841458163,927,2460.4833333333,3.184,5.6408333333
1998,Germany,DEU,134,123.3502967276,1020,2569.4,3.414,4.5716666667
1999,Germany,DEU,134,124.1434391356,1057.13393832,2667.556537,2.732,4.4908333333
2000,Germany,DEU,134,125.8342727766,1091.34922834,2637.827921,4.112,5.2633333333
2001,Germany,DEU,134,128.2389657294,1137.64568027,2803.877888,4.373,4.7975
2002,Germany,DEU,134,129.9573678701,1322.98795439,2842.603322,3.278,4.7825
2003,Germany,DEU,134,131.3050257749,1444.67578533,2937.265494,2.318,4.0708333333
2004,Germany,DEU,134,133.6566987866,1524.1587607,2962.691284,2.04833,4.0366666667
2005,Germany,DEU,134,136.2603312789,1695.24694578,3109.7697,2.09,3.3533333333
2006,Germany,DEU,134,138.7184676552,1794.02613993,3263.106772,2.83583,3.7625
2007,Germany,DEU,134,141.8507306549,1874.21908159,3615.156172,3.85917,4.2166666667
2008,Germany,DEU,134,145.761555299,2003.18455596,3959.186669,3.81833,3.9841666667
2009,Germany,DEU,134,146.0924340296,2351.30273766,3894.253113,0.625833,3.2225
2010,Germany,DEU,134,147.7710360966,2553.29890423,3885.451878,0.383333,2.7433333333
2011,Germany,DEU,134,151.4579234472,2704.95005077,4113.11049,0.809167,2.6066666667
2012,Germany,DEU,134,154.6688314242,3087.79008246,4403.160079,0.255,1.495
2013,Germany,DEU,134,157.1002254542,3270.66214329,4516.207053,0.0891666667,1.57
1870,Denmark,DNK,128,2.81371,0.026,0.167,,4.8
1871,Denmark,DNK,128,3.037528,0.026,0.183,,4.5
1872,Denmark,DNK,128,3.171046,0.03,0.214,,4.4
1873,Denmark,DNK,128,3.347215,0.034,0.258,,4.3
1874,Denmark,DNK,128,3.179854,0.035,0.285,,4.3
1875,Denmark,DNK,128,2.904675,0.065,0.344,5.38,4.325
1876,Denmark,DNK,128,2.759441,0.068,0.352,5.6,4.375
1877,Denmark,DNK,128,2.595514,0.062,0.33,5.62,4.5
1878,Denmark,DNK,128,2.41739,0.066,0.308,5.13,4.5
1879,Denmark,DNK,128,2.443107,0.072,0.335,4,4.3
1880,Denmark,DNK,128,2.637445,0.076,0.392,3.48,4.175
