year,country,iso,ifs,pop,rgdpmad,rgdppc,rconpc,gdp,iy
1963,France,FRA,132,48799,8362.6713662165,36.8207992388,36.5,404.9,0.2210422327
1964,France,FRA,132,49357,8819.3366695707,38.8405766093,38.16,449.2,0.2290739092
1965,France,FRA,132,49802,9165.4150435726,40.3361780116,39.34,483.5,0.232885212
1966,France,FRA,132,50254,9544.1357901859,42.1034578392,40.91,523.4,0.2369124952
1967,France,FRA,132,50650,9907.1865745311,43.7484468553,42.63,565.4,0.2382384153
1968,France,FRA,132,51034,10267.0180663871,45.2876873024,44.13,614.5,0.2333604557
1969,France,FRA,132,51470,10885.5644064504,48.0878931715,46.68,700.7,0.2344798059
1970,France,FRA,132,51918,11410.0889864787,50.4098962987,48.32,793.5,0.243100189
1971,France,FRA,132,52432,11844.9610924626,52.3455416503,50.48,884.2,0.2468898439
1972,France,FRA,132,52894,12263.5459598442,54.2052753612,52.6,987.9,0.2473934609
1973,France,FRA,132,53333,12824.4239026494,56.7168546178,55.29,1129.8,0.2524340591
1974,France,FRA,132,53690,13112.5349227044,58.1083312295,56.85,1303,0.257943208
1975,France,FRA,132,53955,12957.205078306,57.6817849383,57.57,1467.9,0.2413652156
1976,France,FRA,132,54159,13466.3860115586,59.8998662471,60.47,1700.6,0.2394449018
1977,France,FRA,132,54378,13912.7036669241,61.5599766997,61.79,1917.8,0.2291166962
1978,France,FRA,132,54602,14240.2109812827,63.3547592741,63.86,2270.2218503713,0.2195936648
1979,France,FRA,132,54836,14634.3825224305,65.3170954834,65.38,2580.3145020437,0.2208076434
1980,France,FRA,132,55110,14766.1585919071,66.161561743,65.93,2911.5231310988,0.2284799375
1981,France,FRA,132,55399,14839.9068575245,66.7533274875,66.94,3279.643969245,0.2227333175
1982,France,FRA,132,55697,15131.6408424152,68.2948006299,68.72,3771.8371716659,0.2138945516
1983,France,FRA,132,55929,15245.1143413971,69.4704161992,68.95,4212.1523092536,0.200151282
1984,France,FRA,132,56246,15381.9293816449,70.2952956318,69.15,4589.1574946035,0.193391142
1985,France,FRA,132,56490,15530.2708443972,71.4296063378,70.24,4932.8640067839,0.1909445731
1986,France,FRA,132,56725,15833.0365799912,72.8794374861,72.46,5292.9787585537,0.1927470148
1987,France,FRA,132,56989,16157.8901191458,74.2599535936,74.44,5564.3811640908,0.1985663323
1988,France,FRA,132,57255,16789.57296306,77.3682714161,76.38,5996.2016585285,0.2069746035
1989,France,FRA,132,57821,17299.7008007471,79.6549573628,77.92,6431.7221440204,0.2127431026
1990,France,FRA,132,58168,17647.0052262412,81.3805263825,79.41,6747.8731489491,0.2156762516
1991,France,FRA,132,58514,17724.1353853473,82.0557137429,79.53,6986.4079762571,0.2109276317
1992,France,FRA,132,58859,17879.5224850375,83.1353234136,79.84,7261.2261466803,0.2006937444
1993,France,FRA,132,59169,17666.0184685762,81.8910017204,79.15,7316.470910816,0.1867877372
1994,France,FRA,132,59445,17978.1996652467,83.2834931936,79.95,7579.4260332985,0.1842736334
1995,France,FRA,132,59712,18261.9613109692,84.8534839444,80.96,7836.0604853204,0.181166232
1996,France,FRA,132,59981,18373.4176867116,85.5011685579,81.97,8050.4736090803,0.1789319838
1997,France,FRA,132,60254,18690.4442614685,87.1265707469,82.09,8313.6749122249,0.1745783337
1998,France,FRA,132,60535,19233.2858705134,89.8683205932,84.97,8682.583357941,0.1791370809
1999,France,FRA,132,60824,19771.3921690573,92.4316577866,87.59,9228.827613949,0.1823159929
2000,France,FRA,132,61137,20391.877068946,95.7209254158,90.35,9750.516119662,0.189010655
2001,France,FRA,132,61479,20648.0344211012,97.0135545167,92.18,10139.327415885,0.188959778
2002,France,FRA,132,61829,20719.5256614695,97.3443993679,93.59,10465.489570952,0.1824183069
2003,France,FRA,132,62171,20789.0469273208,97.4943958986,94.74,10746.845927177,0.1831873681
2004,France,FRA,132,62534,21193.3997514713,99.1619148401,96.62,11204.873150083,0.1866264984
2005,France,FRA,132,62912,21450.0006829184,100,98.22,11609.722594956,0.1931621939
2006,France,FRA,132,63293,21841.5918855572,101.6641103346,100,12166.2968618,0.2004073286
2007,France,FRA,132,63682,22202.1725307566,103.4234128504,100.54,12765.9727512,0.2092911502
2008,France,FRA,132,64058,22057.3504510492,103.0482321555,100.44,13081.73733186,0.2130220828
2009,France,FRA,132,64399.2440331536,21244.2073068606,99.5043045318,100.56,12720.91506487,0.1949420314
2010,France,FRA,132,64707.4977066066,21477.4774024526,100.9605547051,101.9067066004,13100.21564055,0.1945569557
2011,France,FRA,132,65021.9370725034,22268.3719458824,102.5543493238,101.8967892564,13500.34941055,0.1997046405
2012,France,FRA,132,65337.4073871409,22610.4458796165,102.4176597592,101.1837213109,13685.60478649,0.1975889726
2013,France,FRA,132,65669.3728816287,22991.206547459,102.2575006453,101.2020317219,13892.24436063,0.1920201668
1870,UK,GBR,112,31400,3190.4340127389,13.8153076231,14.81,1.0562024248,0.0743434339
1871,UK,GBR,112,31685,3331.8750197254,14.2106682967,15.24,1.1416643196,0.0782649462
1872,UK,GBR,112,31874,3319.1654012675,14.1562667959,15.35,1.2113605068,0.0879182675
1873,UK,GBR,112,32177,3364.6976411723,14.4744538333,15.55,1.2700453089,0.0888303397
1874,UK,GBR,112,32501,3386.444109412,14.4184238441,15.93,1.2628970528,0.1007677792
1875,UK,GBR,112,32839,3433.6683821067,14.6533629073,15.99,1.236213516,0.1000224767
1876,UK,GBR,112,33200,3430.1604216868,14.5801982768,15.98,1.2199570662,0.1028349587
1877,UK,GBR,112,33576,3425.1970455087,14.6179784835,16.01,1.2067037,0.1009726254
1878,UK,GBR,112,33932,3402.5006483555,14.3769987039,16.02,1.175097068,0.0921675468
1879,UK,GBR,112,34304,3352.5074626866,14.3328101886,15.64,1.1338586452,0.0843757166
1880,UK,GBR,112,34623,3477.3199318372,14.7324489108,16.31,1.2089683073,0.0798802446
1881,UK,GBR,112,34935,3568.4267926149,15.2112252602,16.05,1.2333617309,0.0797639318
1882,UK,GBR,112,35206,3643.040334034,15.5065762904,16.21,1.2735623881,0.0779548222
1883,UK,GBR,112,35450,3643.3102961918,15.5631965961,16.64,1.2754934169,0.0799596246
1884,UK,GBR,112,35724,3621.6540141082,15.5243883031,16.57,1.2352181773,0.0774520141
1885,UK,GBR,112,36015,3573.6807996668,15.2901217318,16.59,1.2079566289,0.0717282799
1886,UK,GBR,112,36313,3600.0241235921,15.4309160372,16.55,1.2165618409,0.0630601879
1887,UK,GBR,112,36598,3713.1507186185,15.8665932195,17.04,1.2690201276,0.0611646459
1888,UK,GBR,112,36881,3849.0978010358,16.4017211574,17.14,1.3229374382,0.0614007572
1889,UK,GBR,112,37178,4023.7664210017,17.2359827385,17.36,1.3971428437,0.0645995829
1890,UK,GBR,112,37485,4008.7886354542,17.1973304597,17.54,1.4316269554,0.0668261626
1891,UK,GBR,112,37802,3975.1717369451,16.9490734213,18.13,1.4330090826,0.0673915367
1892,UK,GBR,112,38134,3846.3196622437,16.3924191644,17.89,1.3946792968,0.0698907862
1893,UK,GBR,112,38490,3810.7444531047,16.214129752,17.8,1.3958294156,0.0704798021
1894,UK,GBR,112,38859,4028.8928176227,17.334798483,18.35,1.4729557891,0.0680148574
1895,UK,GBR,112,39221,4117.7007725453,17.6941000966,18.63,1.5097693668,0.0687476339
1896,UK,GBR,112,39599,4248.5639031289,18.1379482482,19.22,1.5585576286,0.0735446999
1897,UK,GBR,112,39987,4263.5121914622,18.0819597061,19.14,1.6035870106,0.0810476612
1898,UK,GBR,112,40381,4427.7241276838,18.8681656837,19.76,1.692499828,0.0917213289
1899,UK,GBR,112,40773,4566.9517082383,19.5448174363,20.23,1.7956273474,0.0965062726
1900,UK,GBR,112,41155,4491.8142145547,19.0777590351,19.99,1.8714349065,0.0988666138
1901,UK,GBR,112,41538,4450.3975636766,19.1111494999,20.19,1.8785182858,0.100896103
1902,UK,GBR,112,41893,4525.2808822476,19.2961379961,20.13,1.8919458597,0.1016111634
1903,UK,GBR,112,42246,4439.6162950339,18.8342008943,20.04,1.8668271161,0.1005610407
1904,UK,GBR,112,42611,4427.9439581329,18.8769398336,20.16,1.8667818112,0.0981460898
1905,UK,GBR,112,42981,4520.4757916289,19.4373225702,20.1,1.9348655631,0.0923602117
1906,UK,GBR,112,43361,4631.0853531976,19.7368187996,20.27,2.0176632497,0.085886137
1907,UK,GBR,112,43737,4678.5787319661,19.9884461052,20.36,2.0977907882,0.0757218156
1908,UK,GBR,112,44124,4449.1916417369,19.0394008788,20.11,1.9960522946,0.0655641766
1909,UK,GBR,112,44520,4510.523180593,19.3931496605,20.02,2.0367114578,0.0682435702
1910,UK,GBR,112,44916,4610.780033841,19.6973530666,20.17,2.1239744406,0.0671395344
1911,UK,GBR,112,45268,4708.8999293099,20.2303545827,20.62,2.2106091708,0.0665497091
1912,UK,GBR,112,45426,4761.7473253203,20.41555468,20.68,2.3086459135,0.0668512153
1913,UK,GBR,112,45649,4920.54590462,21.143851898,21.33,2.4022142008,0.0721373233
1914,UK,GBR,112,46049,4926.5821190471,21.4448871941,21.24,2.4327477351,0.0716029238
1915,UK,GBR,112,46340,5288.2658178679,22.6719476941,21.57,2.9274986808,0.0524110352
1916,UK,GBR,112,46514,5384.3804015995,23.0244197401,19.69,3.4129013603,0.0420478614
1917,UK,GBR,112,46614,5421.0162183035,23.1410111579,18.11,4.251424901,0.0430955126
1918,UK,GBR,112,46575,5459.3145679012,23.6575829067,17.96,5.0722582352,0.0508903224
1919,UK,GBR,112,46534,4870.407916792,21.3354578859,20.57,5.4479240514,0.0719000528
1920,UK,GBR,112,46821,4547.9136285,19.5435238193,20.49,6.0224743391,0.0775148231
1921,UK,GBR,112,44072,4439.1513432565,19.1069506567,20.46,4.738348031,0.0934118394
1922,UK,GBR,112,44372,4636.9351843505,19.9561485096,21.05,4.3048437395,0.0857196254
1923,UK,GBR,112,44596,4759.7096152121,20.4889338338,21.56,4.1080620162,0.0787448493
1924,UK,GBR,112,44915,4920.9420460871,21.1979561317,21.91,4.2161945473,0.0859139408
1925,UK,GBR,112,45059,5144.4944628154,22.1585871078,22.35,4.3535520868,0.0932143893
1926,UK,GBR,112,45232,4936.1136363636,21.248694572,22.19,4.1996337092,0.0924795356
1927,UK,GBR,112,45389,5314.9382449492,22.8846055614,22.97,4.4412271121,0.0931188434
1928,UK,GBR,112,45578,5356.9653341525,23.077031439,23.25,4.4412271121,0.091592305
1929,UK,GBR,112,45672,5503.3180504467,23.7127114957,23.67,4.5308504712,0.0944833363
1930,UK,GBR,112,45866,5440.8624689312,23.4360119111,23.93,4.4568137832,0.0945316958
1931,UK,GBR,112,46074,5138.4158527586,22.1250759595,24.08,4.1684603669,0.0947975617
1932,UK,GBR,112,46335,5148.253285853,22.1741266621,23.79,4.0778628408,0.0824156221
1933,UK,GBR,112,46520,5277.4607480654,22.7358605102,24.3,4.1509253618,0.0835315967
1934,UK,GBR,112,46666,5607.5080358291,24.1543197095,24.93,4.3623195894,0.0948032173
1935,UK,GBR,112,46868,5799.0052914569,24.9754648274,25.51,4.5581271457,0.0968927066
1936,UK,GBR,112,47081,6035.1685393259,25.9981822284,26.14,4.8162813867,0.1041671034
1937,UK,GBR,112,47289,6217.6185159339,26.8011584093,26.47,5.1513948166,0.1081074662
1938,UK,GBR,112,47494,6266.451551775,27.0037825364,26.56,5.3131065298,0.1077337154
1939,UK,GBR,112,47991,6262.4009501782,26.9963189083,26.43,5.715437479,0.0915075572
1940,UK,GBR,112,48226,6856.0049765687,29.5658508961,23.81,6.9370428307,0.0724612234
1941,UK,GBR,112,48216,7481.6763729882,32.2616816998,22.85,8.3573782396,0.0556267721
1942,UK,GBR,112,48400,7638.8683471074,32.9310312962,22.52,9.1571693033,0.0475952871
1943,UK,GBR,112,48789,7743.7019820041,33.3935419944,22.07,9.7465403063,0.035773769
1944,UK,GBR,112,49016,7405.3918720418,31.918921217,22.63,9.8312928307,0.0295544787
1945,UK,GBR,112,49182,7056.1345614249,30.4159087313,23.98,9.568267755,0.0354280627
1946,UK,GBR,112,49217,6745.3401060609,29.0656115518,26.45,9.6267177718,0.0934652463
1947,UK,GBR,112,49519,6604.4105898746,28.4583249634,27.11,10.4031288287,0.111999048
1948,UK,GBR,112,50014,6745.6359419363,29.0062606947,27.1,11.577,0.0908698281
1949,UK,GBR,112,50312,6955.6933534743,29.7949427817,27.37,12.331,0.1001540832
1950,UK,GBR,112,50127,6939.3739900652,30.8523699921,28.19,12.898,0.1075360521
1951,UK,GBR,112,50290,7123.3644859813,31.5937061115,27.71,14.477,0.1150100159
1952,UK,GBR,112,50430,7090.7198096371,31.5222563701,27.63,15.715,0.1205217945
1953,UK,GBR,112,50593,7345.7988259245,32.6296774446,28.73,16.843,0.1277682123
1954,UK,GBR,112,50765,7619.2061459667,33.8603640737,29.81,17.756,0.1284072989
1955,UK,GBR,112,50946,7868.1348879206,34.9142576913,30.91,19.292,0.1420796185
1956,UK,GBR,112,51184,7928.7472647702,35.0753613225,30.91,20.933,0.1510055893
1957,UK,GBR,112,51430,8017.013416294,35.4886137788,31.38,22.18,0.1580703336
1958,UK,GBR,112,51652,7965.8096491907,35.4486269957,32.12,23.27,0.1622690159
1959,UK,GBR,112,51956,8239.7990607437,36.7545861032,33.31,24.378,0.1606776602
1960,UK,GBR,112,52372,8645.2302757199,38.4180896694,34.29,26.155,0.1726629708
1961,UK,GBR,112,52807,8856.6667297896,38.9870482694,34.74,27.765,0.1833243292
1962,UK,GBR,112,53292,8865.3831719583,39.0360040858,35.17,29.017,0.1802736327
1963,UK,GBR,112,53625,9149.1841491842,40.4640267509,36.44,30.915,0.1821122432
1964,UK,GBR,112,53991,9567.9650312089,42.404132378,37.36,33.717,0.1970815909
1965,UK,GBR,112,54350,9751.5363385465,43.0689004905,37.53,36.366,0.1979046362
1966,UK,GBR,112,54643,9885.3101037644,43.6672079644,37.99,38.776,0.198215391
1967,UK,GBR,112,54959,10048.8909914664,44.4922497207,38.71,40.96,0.2034912109
1968,UK,GBR,112,55214,10409.9503749049,46.1493142281,39.63,44.9,0.2126503341
1969,UK,GBR,112,55461,10551.6849678152,46.90229938,39.65,48.527,0.209677087
1970,UK,GBR,112,55632,10767.471958585,47.8086889687,40.65,54.451,0.2258911682
1971,UK,GBR,112,55907,10941.4742339957,48.5401194066,41.77,60.86,0.2272428524
1972,UK,GBR,112,56079,11293.9246420229,50.1219537712,44.29,68.054,0.2269815147
1973,UK,GBR,112,56210,12025.2801992528,53.5775074014,46.6,78.594,0.2372445734
1974,UK,GBR,112,56224,11858.9036710302,52.8355200801,45.93,88.183,0.2394225644
1975,UK,GBR,112,56215,11847.0870764031,52.5128847033,45.86,109.274,0.2161447371
1976,UK,GBR,112,56206,12114.9521403409,53.9098001572,46.05,129.45,0.2091695635
1977,UK,GBR,112,56179,12383.6130938607,55.2265245689,45.88,150.816,0.2047859644
1978,UK,GBR,112,56167,12827.8348496448,57.028374136,48.3,175.163,0.2115857801
1979,UK,GBR,112,56228,13167.2832040976,58.4992307996,50.49,207.293,0.221941889
1980,UK,GBR,112,56314,12931.4912810314,57.188778115,50.37,243.097,0.2140791536
1981,UK,GBR,112,56382.6,12747.4263024812,56.2867932746,50.27,269.085,0.2013415835
1982,UK,GBR,112,56339.7,12954.6474010584,57.4052344762,50.67,294.814,0.2015542003
1983,UK,GBR,112,56382.62,13404.4668336909,59.3832639755,52.69,323.001,0.2025876081
1984,UK,GBR,112,56462.23,13720.057238974,60.8209862585,53.74,346.946,0.2140246609
1985,UK,GBR,112,56620.24,14164.5461057742,62.8018809181,55.57,382.032,0.2159128763
1986,UK,GBR,112,56796.26,14741.8157463185,65.102284925,59.02,411.217,0.215319599
1987,UK,GBR,112,56981.62,15393.4373926189,67.8730979906,62.03,456.773,0.2294737535
1988,UK,GBR,112,57159.6,16109.9964252726,71.0540691705,66.55,512.525,0.2474128884
1989,UK,GBR,112,57324.47,16413.7229209891,72.4043640315,68.62,567.453,0.2628117321
1990,UK,GBR,112,57493.31,16429.9115844957,72.750768237,68.92,616.821,0.2544077782
1991,UK,GBR,112,57665.65,16155.2922795788,71.5384422493,67.59,649.091,0.2286817518
1992,UK,GBR,112,57866.35,16133.4946989744,71.4423067456,67.7,673.316,0.2110299478
1993,UK,GBR,112,58026.92,16458.2961596356,72.863107972,69.36,708.896,0.2026170849
1994,UK,GBR,112,58212.52,17117.9416871969,75.7753072482,71.07,746.424,0.1983800235
1995,UK,GBR,112,58426.01,17585.5273962764,77.7276047332,72.02,784.243,0.1957958004
1996,UK,GBR,112,58618.66,18044.003183378,79.6359568609,74.61,837.515,0.2015477362
1997,UK,GBR,112,58808.27,19115.0724620857,81.8493710324,76.99,883.488,0.1890655227
1998,UK,GBR,112,59035.65,19724.0854130654,84.2776152032,79.63,928.103,0.192484734
1999,UK,GBR,112,59293.32,20269.4815425795,86.4735514647,83.04,967.579,0.1923471443
2000,UK,GBR,112,59522.47,21045.7200197754,89.4269886145,86.41,1027.568,0.1913314158
2001,UK,GBR,112,59723.24,21567.3540291025,91.2461402652,88.8,1067.019,0.1868070212
2002,UK,GBR,112,59912.43,22008.0062311455,92.8305129578,91.72,1121.067,0.1866052735
2003,UK,GBR,112,60094.65,22762.7650489871,95.1192780664,94.19,1190.103,0.181925621
2004,UK,GBR,112,60270.71,23306.5595809574,97.9402366588,97.2,1255.107,0.1810457532
2005,UK,GBR,112,60441.46,23810.4316743916,100,98.34,1330.418,0.1800287941
2006,UK,GBR,112,60609.15,24285.2826501444,102.2874630528,100,1406.62,0.1816066668
2007,UK,GBR,112,60776.24,25002.1190996614,104.0878973603,101.73,1484.273,0.1848468152
2008,UK,GBR,112,60943.91,24602.1336346824,102.928998415,101.75,1519.597,0.1794432647
2009,UK,GBR,112,61067.4946569566,23489.3550127138,97.7499518812,97.82,1485.727,0.1613055142
2010,UK,GBR,112,61556.9291317293,23777.1557576827,98.8404815299,97.0263281981,1555.548,0.1605516038
2011,UK,GBR,112,62071.8652023819,24429.860398025,99.6842632562,96.370185573,1619.48,0.1612058526
2012,UK,GBR,112,62483.814058904,25040.3785080855,99.6459454872,97.4360161062,1665.213,0.1623931366
2013,UK,GBR,112,62877.1271338215,25768.8246751951,100.7262637061,98.6109265519,1734.949,0.1646601935
1870,Italy,ITA,136,27888,1541.7482711411,6.7341104147,10.6,9.7591879062,0.0605597066
1871,Italy,ITA,136,28063,1507.5455466434,6.6673035642,10.49,9.8397054674,0.0708969064
1872,Italy,ITA,136,28233,1473.9686579016,6.570514121,10.51,10.5157380249,0.0838972545
1873,Italy,ITA,136,28387,1466.2123445515,6.5461658411,10.65,11.7221282824,0.0933142446
1874,Italy,ITA,136,28505,1542.3323821294,6.8696357577,10.89,11.939276844,0.1051553277
1875,Italy,ITA,136,28630,1550.12009945,6.8641020577,11.05,10.2644287715,0.1011064828
1876,Italy,ITA,136,28837,1512.2265924891,6.7021155676,11.1,10.1025650844,0.0955732602
1877,Italy,ITA,136,29067,1521.9254108301,6.7267656857,11.1,11.3800963487,0.0897780917
1878,Italy,ITA,136,29252,1559.9755129424,6.9702484844,10.94,11.3249205986,0.0891715152
1879,Italy,ITA,136,29425,1564.4819730997,6.9780962771,10.79,10.8723438602,0.0832926812
1880,Italy,ITA,136,29534,1588.9142841258,7.1053713765,10.69,11.5549482504,0.091180242
1881,Italy,ITA,136,29672,1636.9054241977,7.2998557773,10.79,11.3807999585,0.0921078584
1882,Italy,ITA,136,29898,1656.9591010214,7.3955384804,10.44,11.7387009604,0.0945142712
1883,Italy,ITA,136,30113,1672.1132848597,7.4914224091,10.51,11.2666586658,0.0965820608
1884,Italy,ITA,136,30366,1646.7810722526,7.3444272153,10.56,10.9087338841,0.1024929798
1885,Italy,ITA,136,30644,1671.1024841203,7.4412166584,10.95,11.6723970263,0.096041154
1886,Italy,ITA,136,30857,1707.5759735081,7.6510948064,10.57,12.3258845919,0.1032031393
1887,Italy,ITA,136,31049,1750.8449070704,7.7707233385,10.72,11.8965945284,0.09506636
1888,Italy,ITA,136,31243,1741.7468818977,7.7410425841,10.38,11.811079806,0.1128864326
1889,Italy,ITA,136,31468,1688.6782474614,7.4966542708,10.46,12.2949996595,0.1015283113
1890,Italy,ITA,136,31702,1689.6597609404,7.5711076886,10.85,12.9007394374,0.0941723987
1891,Italy,ITA,136,31892,1712.2909479734,7.6776565663,10.88,12.91237411,0.0878104543
1892,Italy,ITA,136,32091,1714.2247474146,7.6221183411,10.59,12.1353574186,0.0811199371
1893,Italy,ITA,136,32303,1741.1047528573,7.7339996933,10.4,12.0173770819,0.0793595598
1894,Italy,ITA,136,32513,1750.8537734284,7.7661957658,10.44,11.7717363145,0.0860407844
1895,Italy,ITA,136,32689,1765.0317754517,7.8119745565,10.53,12.4814223358,0.0805375793
1896,Italy,ITA,136,32863,1791.4220233361,7.8803912107,10.65,12.7148395446,0.0852707203
1897,Italy,ITA,136,33078,1794.3987524431,7.8844157198,10.45,12.7677972205,0.0915018927
1898,Italy,ITA,136,33285,1787.2189671471,7.8741532216,10.59,13.0368612848,0.096111439
1899,Italy,ITA,136,33487,1807.0695538364,7.9352251468,10.63,13.5322160926,0.1043646423
1900,Italy,ITA,136,33672,1854.6884384368,8.1001294059,11.03,13.8713265058,0.1124785619
1901,Italy,ITA,136,33877,1885.2075584966,8.2128156599,11.2,14.1797245034,0.1259804068
1902,Italy,ITA,136,34166,1915.1352387063,8.3472342629,11.24,14.2566389726,0.1289428834
1903,Italy,ITA,136,34436,1932.4914981284,8.4434200296,11.47,14.8736727771,0.1273835654
1904,Italy,ITA,136,34715,1966.4352270156,8.6079218379,11.48,15.0265520918,0.1420659124
1905,Italy,ITA,136,35011,2006.7467234053,8.7713169062,11.63,15.7667482462,0.1776032555
1906,Italy,ITA,136,35297,2074.7065614609,9.0227481103,11.89,17.2924304544,0.1962686611
1907,Italy,ITA,136,35594,2111.6408489369,9.1960032258,12.43,18.5823247964,0.1897889588
1908,Italy,ITA,136,35899,2156.2113722695,9.3533615305,12.7,18.4831230428,0.1772640234
1909,Italy,ITA,136,36213,2173.4173402233,9.4623251135,12.88,19.2248945439,0.1789001213
1910,Italy,ITA,136,36572,2175.5176083668,9.4760084444,12.43,20.0880189197,0.1713924664
1911,Italy,ITA,136,36917,2199.1612101576,9.6116344001,12.86,22.3134374095,0.1535578506
1912,Italy,ITA,136,37150,2201.3765594143,9.8739317787,13.19,23.4840572612,0.1397268005
1913,Italy,ITA,136,37248,2304.7927574242,10.2486135732,13.23,24.539260889,0.1282976861
1914,Italy,ITA,136,37526,2179.1564253252,11.1871290884,13.09,23.196709226,0.1377754413
1915,Italy,ITA,136,37982,2069.6937185313,11.2641984371,13.26,25.7904245374,0.1180547029
1916,Italy,ITA,136,38142,2240.2602967957,12.5547578832,13.58,36.7491565905,0.0777350987
1917,Italy,ITA,136,37981,2247.1532550077,13.4099660607,13.26,52.5257185248,0.0658703572
1918,Italy,ITA,136,37520,2190.6681369861,14.7885616427,14.04,72.2002615084,0.0653778726
1919,Italy,ITA,136,37250,2102.737998983,12.8494525599,13.67,78.2330379643,0.0925102988
1920,Italy,ITA,136,37398,2152.7842846251,11.5276025557,14.68,110.3761732635,0.0887965353
1921,Italy,ITA,136,37691,2079.5000125616,11.6674542459,14.22,111.3015656233,0.1078322775
1922,Italy,ITA,136,38086,2231.2317543496,12.2060341723,14.68,118.6047930089,0.1235555115
1923,Italy,ITA,136,38460,2413.7767603629,12.2737465374,15.12,128.3135066124,0.1269642399
1924,Italy,ITA,136,38810,2456.9802709351,12.1718258452,14.78,130.478822724,0.1341947668
1925,Italy,ITA,136,39165,2602.3414303207,12.7236866514,15.23,161.6608394947,0.1269838421
1926,Italy,ITA,136,39502,2600.2277396486,12.7102045461,15.54,173.3066625384,0.1251207559
1927,Italy,ITA,136,39848,2530.7029046319,12.7755022057,15.62,152.2134000475,0.136037319
1928,Italy,ITA,136,40186,2666.1997376179,13.5012218038,15.84,153.8327755334,0.1306622013
1929,Italy,ITA,136,40469,2777.989637264,13.856485342,16.07,157.0193878088,0.1382640703
1930,Italy,ITA,136,40791,2630.9822559678,13.0808618314,15.58,138.1265411845,0.1581571069
1931,Italy,ITA,136,41132,2578.9047463431,13.1961640163,14.95,123.0788477917,0.1565495967
1932,Italy,ITA,136,41431,2615.1748999405,13.6815198102,15.25,115.5268268615,0.1447411404
1933,Italy,ITA,136,41753,2565.0613929581,13.5603820872,15.32,105.6705024649,0.1500812987
1934,Italy,ITA,136,42093,2538.0526408296,13.6588819467,14.95,105.8097001887,0.1550981554
1935,Italy,ITA,136,42429,2654.1079246972,14.7275903303,15.11,117.2391137369,0.1596034609
1936,Italy,ITA,136,42750,2540.3044045713,15.0566945595,14.47,121.5255814445,0.1687480305
1937,Italy,ITA,136,43068,2772.2738078993,15.6638923655,15.17,152.9930691176,0.1336236539
1938,Italy,ITA,136,43419,2830.1222032345,15.6944786345,15.53,166.7077125311,0.1314179889
1939,Italy,ITA,136,43865,2980.8249609026,16.6106581243,15.65,184.097040525,0.1390493973
1940,Italy,ITA,136,44341,2897.0929201441,16.0469250163,15.65,218.1080946867,0.1309008552
1941,Italy,ITA,136,44734,2822.2565675611,15.6505108729,14.76,260.4187432102,0.1113393072
1942,Italy,ITA,136,45004,2648.2949673765,15.627269333,14.14,324.4347417188,0.092534087
1943,Italy,ITA,136,45177,2233.8644616402,14.7232639831,12.32,442.3572232551,0.0962034393
1944,Italy,ITA,136,45290,1797.1882761802,12.4915730908,12.27,865.6096677451,0.0665387939
1945,Italy,ITA,136,45442,1608.6346377974,9.7459523903,11.17,1605.1491302224,0.1037631138
1946,Italy,ITA,136,45725,2161.6798950684,12.200601085,12.64,3600.9299939609,0.2090421769
1947,Italy,ITA,136,46040,2555.5513234372,13.8932089873,15.18,6964.0525461031,0.1637886862
1948,Italy,ITA,136,46381,2735.258561548,14.666216567,16.51,8198.7130573453,0.1734459021
1949,Italy,ITA,136,46733,2948.3669822507,15.0603166177,17.03,8663.6599615985,0.1912582719
1950,Italy,ITA,136,47105,3171.7020703267,15.9241774897,17.46,9800.9660374699,0.2064143463
1951,Italy,ITA,136,47418,3450.7099711975,16.847198645,17.91,11639.054,0.2052989976
1952,Italy,ITA,136,47666,3590.6027168741,17.6031020611,19,12579.5110842691,0.2151856612
1953,Italy,ITA,136,47957,3829.8209343635,18.6407211122,20.13,13962.142499422,0.2206462363
1954,Italy,ITA,136,48299,3947.2123425229,19.4047741592,20.29,14924.436105518,0.2295475905
1955,Italy,ITA,136,48633,4189.7355158701,20.4670433283,21.1,16473.1940055149,0.2389837676
1956,Italy,ITA,136,48921,4368.0079081533,21.2685243097,22,17984.7011464475,0.2333299525
1957,Italy,ITA,136,49182,4590.9740407484,22.3051372335,23,19356.8117645392,0.2381426683
1958,Italy,ITA,136,49476,4822.8831424414,23.2679004158,23.82,20861.2782589705,0.2452293103
1959,Italy,ITA,136,49832,5130.8140344976,24.5793873091,24.83,22201.3090143423,0.2561708597
1960,Italy,ITA,136,50197.6,5456.1900480207,26.1110148486,26.24,24169.4338216208,0.2594048288
1961,Italy,ITA,136,50523.2,5852.6749230676,27.9150010394,28.05,27164.3066250519,0.2640935575
1962,Italy,ITA,136,50843.2,6203.0070713051,29.4262041953,30.1,30524.8473291784,0.267782929
1963,Italy,ITA,136,51198.3,6531.8599760538,30.8302547972,32.86,35115.0565011772,0.2472557159
1964,Italy,ITA,136,51600.2,6727.9389542288,31.4895699957,33.97,38648.880699532,0.2550010794
1965,Italy,ITA,136,51987.1,6963.9393207073,32.1674985486,34.9,41693.4654138462,0.2470947084
1966,Italy,ITA,136,52331.6,7366.0233115001,33.9239955324,37.09,45504.9915002752,0.2301780098
1967,Italy,ITA,136,52667.1,7872.313760271,35.7758733811,39.52,50517.3800784998,0.2267767187
