year,country,iso,ifs,pop,rgdpmad,rgdppc,rconpc,gdp,iy
1879,Sweden,SWE,144,4555,1516.2235256775,6.9303219964,9.66,1257.1348755638,0.1133468
1880,Sweden,SWE,144,4572,1480.2390217822,6.6671898498,9.57,1293.4773647609,0.1228405
1881,Sweden,SWE,144,4570,1533.3630937233,6.8180992993,10.01,1355.8745347019,0.1158247
1882,Sweden,SWE,144,4576,1476.7266245185,6.6867925205,9.81,1333.5822271661,0.1109977
1883,Sweden,SWE,144,4591,1588.4363840738,7.1601607181,10.86,1394.1572273463,0.1155194
1884,Sweden,SWE,144,4624,1554.1369104796,7.1308085709,10.59,1368.2261808029,0.1291635
1885,Sweden,SWE,144,4664,1582.1005925098,7.2942678783,11.16,1350.383563055,0.1233222
1886,Sweden,SWE,144,4700,1597.6656965681,7.2250880826,10.74,1277.1513344826,0.1302955
1887,Sweden,SWE,144,4726,1550.1867441692,7.0987597599,10.7,1219.2755252635,0.1042206
1888,Sweden,SWE,144,4741,1575.4621294585,7.4376059259,10.97,1279.9819971309,0.1188584
1889,Sweden,SWE,144,4761,1598.8753502829,7.2994537701,11.23,1371.198085448,0.1239215
1890,Sweden,SWE,144,4780,1635.4983864787,7.6369516042,11.41,1425.7702198103,0.1307556
1891,Sweden,SWE,144,4794,1724.4525507088,7.4841752337,11.09,1510.8564296194,0.0983468
1892,Sweden,SWE,144,4805,1701.8361248246,7.8719762176,11.82,1526.7349386778,0.1040803
1893,Sweden,SWE,144,4816,1743.4943622331,8.1999320109,12.06,1513.7594506836,0.0912641
1894,Sweden,SWE,144,4849,1751.1557233078,8.2636147614,12.59,1505.0604331707,0.096698
1895,Sweden,SWE,144,4896,1836.2647940133,8.5474904749,12.39,1611.4440123694,0.1205483
1896,Sweden,SWE,144,4941,1884.2574037188,8.7955835355,12.5,1681.562307309,0.1295154
1897,Sweden,SWE,144,4986,1958.1172013924,9.1582848035,13.1,1821.9313341265,0.1531051
1898,Sweden,SWE,144,5036,2024.7585902147,9.4107340131,13.92,1983.3363892236,0.1605326
1899,Sweden,SWE,144,5080,2074.6729977865,9.8283020156,14.62,2161.4941296944,0.1676702
1900,Sweden,SWE,144,5117,2083.0276272045,9.7454314657,14.53,2214.4674370619,0.1569164
1901,Sweden,SWE,144,5156,2137.0844667931,9.8758047839,14.82,2176.4748609443,0.1384491
1902,Sweden,SWE,144,5187,2108.9337391706,9.7981201257,14.89,2190.6943509231,0.1254098
1903,Sweden,SWE,144,5210,2219.6553390186,10.2920244545,15.24,2404.6847737703,0.1379283
1904,Sweden,SWE,144,5241,2257.8316883663,10.6311817739,15.98,2404.6189906502,0.1470353
1905,Sweden,SWE,144,5278,2225.413197267,10.5779745247,15.4,2476.2782329617,0.1499169
1906,Sweden,SWE,144,5315,2403.433387744,11.3906037596,16.69,2781.0517464587,0.1588298
1907,Sweden,SWE,144,5357,2563.3770119684,12.084890945,17.89,3127.2012450351,0.1491442
1908,Sweden,SWE,144,5404,2484.4040856265,11.8149134213,17.4,3065.1589841546,0.1242174
1909,Sweden,SWE,144,5453,2497.317995561,11.7380585058,18.02,3061.0314329081,0.1031433
1910,Sweden,SWE,144,5499,2543.1285149343,12.2948158424,18.06,3269.1142848242,0.1210979
1911,Sweden,SWE,144,5542,2606.4082786141,12.6449672523,17.67,3344.2317380982,0.140766
1912,Sweden,SWE,144,5583,2705.3079713729,13.0324570828,18.28,3605.6423078483,0.132107
1913,Sweden,SWE,144,5621,2874.0789977902,13.7777734429,19.39,3879.7084966171,0.1511894
1914,Sweden,SWE,144,5659,2935.0663896964,13.6054981194,18.48,3977.1094269988,0.1395282
1915,Sweden,SWE,144,5696,3036.9983918912,13.9108434248,18.05,4676.9973665151,0.1215353
1916,Sweden,SWE,144,5735,3205.4944529874,14.6958837156,18.23,5934.1792532394,0.1306858
1917,Sweden,SWE,144,5779,3010.5253780627,12.8274069236,17.17,7055.0383698276,0.1282991
1918,Sweden,SWE,144,5807,2782.2451365656,12.4844120442,17.95,9339.0870818492,0.108981
1919,Sweden,SWE,144,5830,2824.655476612,12.615096516,21.53,11389.5094990685,0.1200532
1920,Sweden,SWE,144,5876,3004.1671707016,13.1161573754,22.04,12903.9719450401,0.1399655
1921,Sweden,SWE,144,5929,2849.533427912,11.7050762344,19.13,9964.0827688488,0.1082011
1922,Sweden,SWE,144,5971,3053.6398599969,12.9817390616,20.72,8593.5836732165,0.0923429
1923,Sweden,SWE,144,5997,3151.3392622989,13.3510782709,20.88,8344.9269303966,0.1402511
1924,Sweden,SWE,144,6021,3366.4987589377,14.02555535,21.41,8847.2387161936,0.1464112
1925,Sweden,SWE,144,6045,3442.9600497439,13.9940251282,21,9104.1176286932,0.1525854
1926,Sweden,SWE,144,6064,3610.6160753464,14.9347458889,23.03,9265.5270855876,0.1370752
1927,Sweden,SWE,144,6081,3728.0402402293,15.3679752844,22.73,9486.4237623856,0.1447803
1928,Sweden,SWE,144,6097,3834.6593461361,15.6737354611,23.91,9828.9385233984,0.1537291
1929,Sweden,SWE,144,6113,4062.7275577547,16.8204398414,25.16,10315.7001827516,0.1540327
1930,Sweden,SWE,144,6131,4237.6909805987,17.4371460865,26.35,10416.4354921313,0.1766498
1931,Sweden,SWE,144,6152,4129.2241545292,17.228569521,28.03,9744.9985271169,0.1500473
1932,Sweden,SWE,144,6176,3967.8842645856,16.4404176951,27.18,9131.4894387186,0.1261329
1933,Sweden,SWE,144,6201,4033.4330682245,16.980061589,27.44,9219.1071918352,0.1189099
1934,Sweden,SWE,144,6222,4294.0836982947,18.0060384098,27.57,10008.2676625254,0.1586456
1935,Sweden,SWE,144,6242,4491.7283879943,19.115196934,28.55,10621.6853957776,0.1908366
1936,Sweden,SWE,144,6259,4640.3749723323,20.2170952098,29.79,11207.3724821061,0.1874352
1937,Sweden,SWE,144,6276,4754.8562939958,20.6689938156,30.51,12185.3631764319,0.191786
1938,Sweden,SWE,144,6297,4900.869956174,21.4177328642,31.53,12675.6451304734,0.2025444
1939,Sweden,SWE,144,6326,5251.1558970576,23.3200216704,33.64,13872.3204289758,0.19893241
1940,Sweden,SWE,144,6356,4854.6376797033,21.1687063431,31.08,14714.919937583,0.16567926
1941,Sweden,SWE,144,6389,4711.6729608546,21.1008748793,29.66,16291.0722229005,0.15420618
1942,Sweden,SWE,144,6432,4740.5201333732,21.2270994841,28.4,17748.0840274448,0.1859014
1943,Sweden,SWE,144,6490,4880.2853614554,22.2011136697,29.45,19062.0004888044,0.1973534
1944,Sweden,SWE,144,6560,5011.0804642125,22.6493821512,30.14,19855.6311585113,0.19643033
1945,Sweden,SWE,144,6635,5145.115724088,22.859099613,27.52,20804.686482759,0.16744186
1946,Sweden,SWE,144,6719,5645.5180376193,25.0417377263,33.51,23696.2343042885,0.2132159
1947,Sweden,SWE,144,6803,6091.2616597596,26.4152730111,36.62,26393.3860062401,0.2308
1948,Sweden,SWE,144,6883,6161.8995331163,26.505714963,36,28833.1809999528,0.2065217
1949,Sweden,SWE,144,6955,6353.205401677,26.8330484493,34.96,30209.4567359291,0.21843
1950,Sweden,SWE,144,7014,6739.2262058366,28.4848586846,39.13,32066,0.1823738539
1951,Sweden,SWE,144,7070,6948.8450874685,29.0557216468,38.39,39593,0.1838203723
1952,Sweden,SWE,144,7125,6996.1135042044,29.3095191882,39.51,43159,0.1962279015
1953,Sweden,SWE,144,7171,7144.5702827597,30.131586746,40.29,44437,0.2091050251
1954,Sweden,SWE,144,7213,7402.103558749,31.678227097,41.71,47279,0.211637302
1955,Sweden,SWE,144,7262,7565.5534885899,32.4175278227,42.71,50827,0.2029236429
1956,Sweden,SWE,144,7315,7797.06202022,33.2653174035,43.62,55241,0.2024402165
1957,Sweden,SWE,144,7364,8092.4251066026,33.8326539592,43.99,58963,0.2018554008
1958,Sweden,SWE,144,7409,8082.8544203511,34.4402330349,44.8,62269,0.2110199297
1959,Sweden,SWE,144,7446,8287.930166191,36.114757476,46.2,66245,0.2184617707
1960,Sweden,SWE,144,7480,8687.5033420673,37.2687221048,46.71,72161,0.2208533695
1961,Sweden,SWE,144,7520,9136.9680851064,39.1888503785,48.94,78522,0.2264333563
1962,Sweden,SWE,144,7562,9468.7757468998,40.6411074999,50.29,85196,0.2313136767
1963,Sweden,SWE,144,7604,9916.8500051944,42.5766897309,52.23,91007,0.239124463
1964,Sweden,SWE,144,7661,10515.3791433625,45.161649325,53.93,101508,0.242414391
1965,Sweden,SWE,144,7734,10815.1826063345,46.4601966154,55.72,111664,0.2453521278
1966,Sweden,SWE,144,7808,10935.6028586798,46.9873943691,56.26,121617,0.2450068658
1967,Sweden,SWE,144,7868,11219.2152192508,48.2068049516,57.11,132066,0.2459452092
1968,Sweden,SWE,144,7912,11561.2306027891,49.6909034482,59.14,140024,0.2368593955
1969,Sweden,SWE,144,7968,12055.1906245215,51.8298763531,61.35,152127,0.2293938617
1970,Sweden,SWE,144,8043,12716.3425672651,54.6971558932,62.92,172226,0.2212964361
1971,Sweden,SWE,144,8098,12748.4308493233,54.8367600987,62.54,186215,0.2133125688
1972,Sweden,SWE,144,8122,13001.7519689644,55.9296349229,64.5,203758,0.2180871426
1973,Sweden,SWE,144,8137,13493.5607126661,58.0481754143,66.05,226744,0.2126715591
1974,Sweden,SWE,144,8161,13884.586351917,59.7350422778,68.09,256127,0.215682064
1975,Sweden,SWE,144,8193,14183.3392940189,61.0256032949,69.72,300785,0.1994414615
1976,Sweden,SWE,144,8222,14281.6313177197,61.4498092388,72.37,340197,0.1975972745
1977,Sweden,SWE,144,8252,14003.6235177207,60.2496901736,71.36,370016,0.2075045403
1978,Sweden,SWE,144,8276,14207.3617230038,61.1288025404,70.64,412450,0.1903818645
1979,Sweden,SWE,144,8294,14721.0178303584,63.3435931825,72.2,462307,0.1941566967
1980,Sweden,SWE,144,8310,14936.5800008904,64.2729049813,71.48,548581,0.2095570207
1981,Sweden,SWE,144,8320,14916.5493859136,64.0654693119,70.99,599426,0.1974372149
1982,Sweden,SWE,144,8325,15057.5477522624,64.7930499223,71.6,656083,0.1965559236
1983,Sweden,SWE,144,8329,15314.508412144,65.9363316141,70.07,736242,0.1982948541
1984,Sweden,SWE,144,8337,15908.3117773553,68.692736789,71.25,826116,0.2000372829
1985,Sweden,SWE,144,8350,16188.54666038,70.0833855165,73.42,899754,0.207545618
1986,Sweden,SWE,144,8370,16505.2295603448,71.925206825,77.12,985263,0.1997994444
1987,Sweden,SWE,144,8398,16948.8446101598,74.171423971,81.07,1068065,0.2080331813
1988,Sweden,SWE,144,8436,17232.2754783726,75.8074690954,82.92,1165476,0.2174254384
1989,Sweden,SWE,144,8493,17524.0550392434,77.4067981064,83.43,1293305,0.2369782726
1990,Sweden,SWE,144,8559,17608.9024069798,77.588408035,82.4,1421418,0.2313644102
1991,Sweden,SWE,144,8617,17276.2920636679,76.1876986774,82.61,1532495,0.2086858642
1992,Sweden,SWE,144,8668,16969.0028639032,74.822668255,81.03,1529379,0.182819955
1993,Sweden,SWE,144,8719,16524.2779338783,72.8470509398,77.67,1634131,0.1924276573
1994,Sweden,SWE,144,8781,17066.265148916,75.1703304369,78.51,1744433,0.1926809456
1995,Sweden,SWE,144,8827,17645.7176198398,77.7104839264,78.79,1883562,0.1950841013
1996,Sweden,SWE,144,8841,17901.2891029584,78.6286979169,79.96,1932025,0.2002510319
1997,Sweden,SWE,144,8846,18374.9935375977,80.4187640259,81.93,2019261,0.1973949876
1998,Sweden,SWE,144,8851,19136.7700512655,83.3200630158,84.32,2121037,0.2060147937
1999,Sweden,SWE,144,8858,20012.5300371838,87.0255900959,87.46,2237854,0.2137547847
2000,Sweden,SWE,144,8872,20871.2465974941,90.6566477707,91.67,2380358,0.2209638214
2001,Sweden,SWE,144,8940,21096.0534322455,91.381739153,91.83,2478130,0.2246597233
2002,Sweden,SWE,144,8954,21585.5254194131,92.9083619619,92.89,2569876,0.2165322374
2003,Sweden,SWE,144,8970,22049.9782058814,94.134929075,94.19,2677446,0.2127101723
2004,Sweden,SWE,144,8986,22942.6121695006,97.6486818787,95.94,2805115,0.2158649467
2005,Sweden,SWE,144,9002,23627.3677287911,100,97.81,2907352,0.2213753271
2006,Sweden,SWE,144,9017,24602.1471508107,104.1009262876,100,3099081,0.2299991514
2007,Sweden,SWE,144,9031,25376.7418993721,106.8502140567,101.52,3297053,0.2388878796
2008,Sweden,SWE,144,9045,25181.2039060781,105.4304615065,99.7,3387599,0.2431999773
2009,Sweden,SWE,144,9128.062337943,23877.5151357944,99.1162688231,98.49,3288509,0.2231719603
2010,Sweden,SWE,144,9201.3526361279,25306.3711282491,104.1604796555,101.4530055647,3519994,0.2225330498
2011,Sweden,SWE,144,9266.8253025065,26328.8083342696,106.1312557281,102.5692319776,3656577,0.226915774
2012,Sweden,SWE,144,9338.1611927399,26532.6757252976,105.0473965449,102.617054885,3684800,0.2263840643
2013,Sweden,SWE,144,9425.132346586,27044.0033309127,105.7215902817,103.6425432841,3769909,0.2209921759
1870,USA,USA,111,40240.63,2444.6436654278,6.6571968985,8.434,7.812,0.1638243
1871,USA,USA,111,41098,2502.8468538615,6.7811505715,8.407,7.665,0.1389987
1872,USA,USA,111,42136,2540.9388646288,6.8836487687,9.3503,8.309,0.2419198
1873,USA,USA,111,43174,2604.2525594108,7.0393280742,9.3494,8.837,0.2253714
1874,USA,USA,111,44212,2527.2550438795,6.7993521363,9.3652,8.563,0.1785377
1875,USA,USA,111,45245,2598.5854790585,6.9919429949,9.3363,8.239,0.1921569
1876,USA,USA,111,46287,2570.3545271891,6.926661405,9.7131,8.388,0.1750903
1877,USA,USA,111,47325,2595.3935552034,7.0106529833,10.2793,8.604,0.1808686
1878,USA,USA,111,48362,2645.9617054712,7.1679592443,10.4586,8.46,0.1875895
1879,USA,USA,111,49400,2909.4331983806,7.9106644353,11.355,9.449,0.1724359
1880,USA,USA,111,50458,3183.9549724523,8.6822480865,12.6498,10.462,0.2036538
1881,USA,USA,111,51743,3215.4494327735,8.7834243824,12.1504,11.74,0.1857759
1882,USA,USA,111,53027,3337.9599072171,9.1007823919,12.7828,12.331,0.1959836
1883,USA,USA,111,54311,3338.5870265692,9.0575663861,12.4537,12.435,0.1887805
1884,USA,USA,111,55595,3320.2806007735,8.989437624,12.4829,11.896,0.1876271
1885,USA,USA,111,56879,3269.959035848,8.8479941793,12.5644,11.705,0.1696552
1886,USA,USA,111,58164,3294.0650574238,8.9396121115,12.4944,12.297,0.2012295
1887,USA,USA,111,59448,3368.2546090701,9.1740970746,12.4733,13.273,0.1939695
1888,USA,USA,111,60732,3281.6637028255,8.9370699935,12.2313,14,0.185036
1889,USA,USA,111,62016,3413.2804437565,9.3034400377,12.3218,13.987,0.1458273
1890,USA,USA,111,63302,3391.8982812549,9.2620543569,12.0384,15.223,0.1846358
1891,USA,USA,111,64612,3467.263650715,9.3621121209,12.5381,15.558,0.1647403
1892,USA,USA,111,65922,3727.9955856922,9.5846999718,12.5039,16.514,0.1907317
1893,USA,USA,111,67231,3478.4119825676,9.3544857669,12.427,15.566,0.1671429
1894,USA,USA,111,68541,3313.7995798136,8.8817535061,11.7181,14.28,0.1670922
1895,USA,USA,111,69851,3644.2203547551,9.772003225,12.8523,15.754,0.1607692
1896,USA,USA,111,71161,3504.4280715561,9.3947529158,12.5451,15.643,0.1425161
1897,USA,USA,111,72471,3769.483296767,9.996726455,13.2136,16.309,0.1476543
1898,USA,USA,111,73781,3779.6917499085,10.0737017877,13.1464,18.263,0.1296685
1899,USA,USA,111,75091,4051.367061299,11.0810923034,14.3454,19.694,0.1324615
1900,USA,USA,111,76391,4090.7872916967,11.105496636,14.1597,20.766,0.1500971
1901,USA,USA,111,77888,4463.8631881676,12.2479244592,15.0168,22.484,0.1496413
1902,USA,USA,111,79469,4420.630145088,12.2083691033,15.0662,24.294,0.160166
1903,USA,USA,111,80946,4550.8943740271,12.3323227764,15.2169,26.18,0.1475676
1904,USA,USA,111,82485,4409.5320240044,12.5645706756,15.4186,25.928,0.1406226
1905,USA,USA,111,84147,4642.1638917609,13.4648871817,16.2294,29.066,0.1414583
1906,USA,USA,111,85770,5079.1242392445,13.756213903,16.5854,31.336,0.1600968
1907,USA,USA,111,87339,5064.890426957,13.2921248434,16.3881,34.178,0.1589676
1908,USA,USA,111,89055,4560.6159676604,12.3050712715,15.9653,30.423,0.1459468
1909,USA,USA,111,90845,5017.4959876713,13.4929521643,16.7588,32.54,0.1607764
1910,USA,USA,111,92767,4963.735703429,13.2671104024,16.8747,33.746,0.160988
1911,USA,USA,111,94234,5045.6839038988,13.4798348355,16.5374,34.675,0.1421866
1912,USA,USA,111,95703,5200.6984734021,14.0479473631,16.8903,37.745,0.149492
1913,USA,USA,111,97606,5300.7294633527,14.3226994751,17.1701,39.517,0.1585422
1914,USA,USA,111,99505,4799.2011356213,12.9593107566,16.9577,36.831,0.1201943
1915,USA,USA,111,100941,4864.1926174696,13.2515526403,16.3856,39.048,0.1115032
1916,USA,USA,111,102364,5458.6928998476,15.2149828884,17.5185,50.117,0.1189491
1917,USA,USA,111,103817,5247.7368735371,14.9949371555,17.7465,60.278,0.1073623
1918,USA,USA,111,104958,5658.9843937575,15.9837193675,17.2857,76.567,0.0835808
1919,USA,USA,111,105473,5680.4064926569,15.4430617141,16.6515,79.09,0.1047479
1920,USA,USA,111,106881,5552.3273640778,14.9087085134,15.8697,89.246,0.1136662
1921,USA,USA,111,108964,5322.7335909108,14.0921802161,14.8329,74.314,0.104619
1922,USA,USA,111,110484,5539.8436787227,14.9084034592,16.0794,74.14,0.1294035
1923,USA,USA,111,112387,6164.1990354756,16.737101454,17.3153,86.238,0.1479888
1924,USA,USA,111,114558,6232.5506730215,16.8572927924,17.369,87.786,0.1508196
1925,USA,USA,111,116284,6282.4188710399,16.9850088001,18.1528,91.449,0.1583946
1926,USA,USA,111,117857,6602.4422138694,17.7757091786,18.672,97.885,0.1590699
1927,USA,USA,111,119502,6576.4989456244,17.6259275868,18.7235,96.466,0.1531884
1928,USA,USA,111,120971,6569.3454464293,17.73351002,19.2111,98.305,0.1479268
1929,USA,USA,111,122245,6898.7221563254,18.6894480677,19.8229,104.6,0.1577902
1930,USA,USA,111,123668,6212.7127066016,16.8788499529,18.5512,92.2,0.112226
1931,USA,USA,111,124633,5691.3665963268,15.6633108165,17.8369,77.4,0.0741005
1932,USA,USA,111,125436,4908.3657801588,13.5255929592,16.1393,59.5,0.0172873
1933,USA,USA,111,126180,4776.9154778887,13.2722963231,15.6936,57.2,0.0252316
1934,USA,USA,111,126978,5113.6075934414,14.62358456,16.7027,66.8,0.0507927
1935,USA,USA,111,127859,5466.8379464879,15.8248878357,17.613,74.3,0.0888691
1936,USA,USA,111,128681,6203.8837823766,17.7832338478,19.2838,84.9,0.1031441
1937,USA,USA,111,129464,6430.1214777853,18.5884751413,19.8797,93,0.1305989
1938,USA,USA,111,130476,6126.4656718477,17.8032657376,19.4048,87.4,0.0769258
1939,USA,USA,111,131539,6560.7526589073,19.0950684136,20.3263,93.5,0.1029137
1940,USA,USA,111,132637,7009.6372128441,20.5209932346,21.1178,102.9,0.1315842
1941,USA,USA,111,133922,8205.6830991174,23.8321527545,22.4192,129.4,0.1428811
1942,USA,USA,111,135386,9741.1051881288,27.9851600667,21.6625,166,0.0597999
1943,USA,USA,111,137272,11518.1715717699,32.1860608819,21.98,203.1,0.0279202
1944,USA,USA,111,138937,12333.4496642363,34.4068551549,22.3534,224.6,0.0317205
1945,USA,USA,111,140474,11708.6475575551,33.637305198,23.4858,228.2,0.0484782
1946,USA,USA,111,141940,9196.5429688601,29.5774410888,26.107,227.8,0.14211394
1947,USA,USA,111,144688,8885.9943810129,28.7260349327,26.0801,249.9,0.14246599
1948,USA,USA,111,147203,9064.5622507694,29.4796203887,26.2053,274.8,0.1838365072
1949,USA,USA,111,149770,8943.7443212927,28.8138905304,26.4717,272.8,0.1841145102
1950,USA,USA,111,152271,9561.3478600653,30.8465680724,27.7217,300.2,0.1978891821
1951,USA,USA,111,154878,10116.2463358256,32.7089237094,27.6895,347.3,0.2001473839
1952,USA,USA,111,157553,10315.5446103851,33.3965157824,28.0877,367.7,0.2033212392
1953,USA,USA,111,160184,10612.6080007991,34.3706553948,28.9534,389.7,0.207064716
1954,USA,USA,111,163026,10359.1083630832,33.5271806469,29.0287,391.1,0.205731563
1955,USA,USA,111,165931,10896.8547167196,35.3233395314,30.6262,426.2,0.2050153716
1956,USA,USA,111,168903,10914.2821619509,35.3770290633,30.9611,450.1,0.2080237741
1957,USA,USA,111,171984,10919.9867429528,35.4413954907,31.1619,474.9,0.2039798297
1958,USA,USA,111,174882,10630.5280131746,34.5070146036,30.8841,482,0.1954404367
1959,USA,USA,111,177830,11230.1692627791,36.3792336583,32.0896,522.5,0.205132001
1960,USA,USA,111,180671,11328.4755162699,36.6991337858,32.4604,543.3,0.1974927584
1961,USA,USA,111,183691,11401.7344344579,36.939719832,32.5875,563.3,0.1955394429
1962,USA,USA,111,186538,11904.9845071782,38.6067391229,33.6962,605.1,0.1968752668
1963,USA,USA,111,189242,12242.3404952389,39.7361513019,34.5973,638.6,0.1971186921
1964,USA,USA,111,191889,12772.566431635,41.4886874419,36.1864,685.8,0.1987116703
1965,USA,USA,111,194303,13418.7017184501,43.6303710032,38.0183,743.7,0.2010081697
1966,USA,USA,111,196560,14133.5266585267,45.9676959647,39.7373,815,0.1999238265
1967,USA,USA,111,198712,14330.0303957486,46.6207152331,40.4861,861.7,0.1942459007
1968,USA,USA,111,200706,14862.9388259444,48.4015197251,42.405,942.5,0.1931911854
1969,USA,USA,111,202677,15179.4086156791,49.4194854516,43.5643,1019.9,0.193509066
1970,USA,USA,111,205052,15029.8460878216,48.9255010844,44.0621,1075.9,0.1867626523
1971,USA,USA,111,207661,15304.2988331945,49.9469240914,45.1838,1167.8,0.1878466522
1972,USA,USA,111,209896,15943.8674391127,52.0530180009,47.4633,1282.4,0.1947653284
1973,USA,USA,111,211909,16689.3430670712,54.5526317748,49.3361,1428.5,0.1992736585
1974,USA,USA,111,213854,16491.2697447792,53.7767773653,48.509,1548.8,0.1945046517
1975,USA,USA,111,215973,16283.6326763068,53.140027652,49.1432,1688.9,0.1829417224
1976,USA,USA,111,218035,16975.0865686702,55.4642352847,51.3828,1877.6,0.1869882384
1977,USA,USA,111,220239,17566.5027538265,57.4635602388,53.0412,2086,0.2002467834
1978,USA,USA,111,222585,18372.9721230092,60.0505211866,54.8057,2356.6,0.2133079019
1979,USA,USA,111,225055,18789.3937037613,61.2814147157,55.5304,2632.1,0.2198891578
1980,USA,USA,111,227726.5,18577.3666541336,60.5510133758,54.8413,2862.5,0.2101124401
1981,USA,USA,111,229966.2,18855.554869996,61.4796999187,55.0825,3211,0.207701041
1982,USA,USA,111,232187.8,18325.1202630836,59.7001156434,55.3294,3345,0.198098476
1983,USA,USA,111,234307.2,18920.1563910921,61.8498322975,57.9834,3638.1,0.1960334974
1984,USA,USA,111,236348.3,20122.6671018211,65.7574743817,60.5565,4040.7,0.2059441556
1985,USA,USA,111,238466.3,20717.3229600765,67.8881759933,63.1634,4346.7,0.2070430684
1986,USA,USA,111,240650.8,21236.0854633512,69.6116303035,65.1389,4590.2,0.2047510678
1987,USA,USA,111,242803.5,21787.6936741279,71.3366098844,66.7247,4870.2,0.1989137205
1988,USA,USA,111,245021.4,22499.4416202332,73.6342778054,68.8205,5252.6,0.1939542352
1989,USA,USA,111,247341.7,23059.2781935995,75.542798305,70.1066,5657.7,0.1906069185
