code,country,year,rev,exp,prim_exp,ie,pb,d,rgc,rltirc,gg_debt,gg_budg
134,Germany,1978,45.1238,47.7468,46.1478,1.599,-1.02408,28.3855,3.00849,3.62319,0,0
134,Germany,1979,44.7322,47.445,45.6498,1.79516,-0.917647,29.2933,4.15036,3.65157,0,0
134,Germany,1980,45.2074,48.2272,46.1166,2.11062,-0.909209,31.2544,1.40883,3.16372,0,0
134,Germany,1981,45,49.0252,46.5021,2.52312,-1.50212,34.8625,0.52924,4.69648,0,0
134,Germany,1982,45.565,49.1236,46.2335,2.89012,-0.66843,37.7918,-0.394841,3.83242,0,0
134,Germany,1983,44.9725,47.9191,44.9106,3.00848,0.061912,39.3762,1.57241,4.69292,0,0
134,Germany,1984,45.1213,47.1596,44.165,2.99453,0.956284,40.0943,2.82295,5.3781,0,0
134,Germany,1985,45.3774,46.5613,43.5643,2.99696,1.81304,40.6867,2.32793,4.80591,0,0
134,Germany,1986,44.4952,45.6761,42.8876,2.78856,1.6076,40.5393,2.28734,6.34711,0,0
134,Germany,1987,44.1321,45.982,43.2397,2.74226,0.892361,41.5981,1.40215,5.70053,0,0
134,Germany,1988,43.5603,45.5794,42.863,2.71643,0.697315,42.0304,3.70724,4.79963,0,0
134,Germany,1989,44.3713,44.2883,41.5869,2.70136,2.78439,40.6494,3.89655,4.4393,0,0
134,Germany,1990,42.7861,44.7298,42.0354,2.69433,0.750647,42.2497,5.25501,6.25352,0,0
134,Germany,1991,43.3944,46.2505,43.5638,2.68669,-0.169425,39.5367,5.10826,7.29103,0,0
134,Germany,1992,44.7076,47.1767,44.036,3.14062,0.67156,42.0187,2.22587,3.25877,0,0
134,Germany,1993,45.1453,48.1466,44.9449,3.20172,0.200365,45.7668,-0.8022,2.01751,0,0
134,Germany,1994,45.5263,47.8207,44.6437,3.17697,0.882617,47.968,2.65712,4.04151,0,0
134,Germany,1995,45.3714,54.858,51.3546,3.50338,-5.98323,55.5967,1.89061,4.75131,0,0
134,Germany,1996,45.7077,49.0581,45.5669,3.4912,0.1408,58.4667,0.994036,4.0872,0,0
134,Germany,1997,45.4716,48.2244,44.8322,3.39224,0.639444,59.7536,1.80446,3.55037,0,0
134,Germany,1998,45.6677,48.0023,44.6288,3.37348,1.03893,60.4913,2.03029,3.86459,0,0
134,Germany,1999,46.6138,48.2222,45.057,3.16518,1.55684,61.2575,2.01095,3.68137,0,0
134,Germany,2000,46.2339,45.097,41.8969,3.2,4.337,60.1833,3.20983,3.88352,0,0
134,Germany,2001,44.5373,47.6131,44.5221,3.09101,0.015224,59.1435,1.24,2.95452,0,0
134,Germany,2002,44.1009,47.9472,44.9836,2.96361,-0.882656,60.7486,-1.60E-13,3.45363,0,0
134,Germany,2003,44.3111,48.4619,45.4449,3.017,-1.13388,64.4469,-0.217305,3.0525,0,0
134,Germany,2004,43.3138,47.0738,44.1987,2.87516,-0.884911,66.2674,1.20768,2.32855,0,0
134,Germany,2005,43.5771,46.9093,44.0672,2.84211,-0.49002,68.6172,0.75313,1.76858,0,0
134,Germany,2006,43.6946,45.3473,42.4889,2.85838,1.20576,68.0543,3.3686,2.15358,0,0
134,Germany,2007,43.743,43.5149,40.6938,2.82108,3.04921,65.1623,2.65778,1.88458,0,0
134,Germany,2008,43.989,44.0452,41.2826,2.76255,2.70636,66.6604,0.988016,1.31874,0,0
134,Germany,2009,44.8928,48.0981,45.41,2.68814,-0.517161,74.447,-5.07792,2.90083,0,0
134,Germany,2010,43.5946,47.8743,45.3759,2.49838,-1.78133,83.2443,3.56151,1.58785,0,0
134,Germany,2011,44.5455,45.3261,43.5975,1.72857,0.948006,80.5551,3.0556,0.29746,0,0
136,Italy,1800,,,,,,,,,0,0
136,Italy,1801,,,,,,,,,0,0
136,Italy,1802,,,,,,,,,0,0
136,Italy,1803,,,,,,,,,0,0
136,Italy,1804,,,,,,,,,0,0
136,Italy,1805,,,,,,,,,0,0
136,Italy,1806,,,,,,,,,0,0
136,Italy,1807,,,,,,,,,0,0
136,Italy,1808,,,,,,,,,0,0
136,Italy,1809,,,,,,,,,0,0
136,Italy,1810,,,,,,,,,0,0
136,Italy,1811,,,,,,,,,0,0
136,Italy,1812,,,,,,,,,0,0
136,Italy,1813,,,,,,,,,0,0
136,Italy,1814,,,,,,,,,0,0
136,Italy,1815,,,,,,,,,0,0
136,Italy,1816,,,,,,,,,0,0
136,Italy,1817,,,,,,,,,0,0
136,Italy,1818,,,,,,,,,0,0
136,Italy,1819,,,,,,,,,0,0
136,Italy,1820,,,,,,,,,0,0
136,Italy,1821,,,,,,,,,0,0
136,Italy,1822,,,,,,,,,0,0
136,Italy,1823,,,,,,,,,0,0
136,Italy,1824,,,,,,,,,0,0
136,Italy,1825,,,,,,,,,0,0
136,Italy,1826,,,,,,,,,0,0
136,Italy,1827,,,,,,,,,0,0
136,Italy,1828,,,,,,,,,0,0
136,Italy,1829,,,,,,,,,0,0
136,Italy,1830,,,,,,,,,0,0
136,Italy,1831,,,,,,,,,0,0
136,Italy,1832,,,,,,,,,0,0
136,Italy,1833,,,,,,,,,0,0
136,Italy,1834,,,,,,,,,0,0
136,Italy,1835,,,,,,,,,0,0
136,Italy,1836,,,,,,,,,0,0
136,Italy,1837,,,,,,,,,0,0
136,Italy,1838,,,,,,,,,0,0
136,Italy,1839,,,,,,,,,0,0
136,Italy,1840,,,,,,,,,0,0
136,Italy,1841,,,,,,,,,0,0
136,Italy,1842,,,,,,,,,0,0
136,Italy,1843,,,,,,,,,0,0
136,Italy,1844,,,,,,,,,0,0
136,Italy,1845,,,,,,,,,0,0
136,Italy,1846,,,,,,,,,0,0
136,Italy,1847,,,,,,,,,0,0
136,Italy,1848,,,,,,,,,0,0
136,Italy,1849,,,,,,,,,0,0
136,Italy,1850,,,,,,,,,0,0
136,Italy,1851,,,,,,,,,0,0
136,Italy,1852,,,,,,,,,0,0
136,Italy,1853,,,,,,,,,0,0
136,Italy,1854,,,,,,,,,0,0
136,Italy,1855,,,,,,,,,0,0
136,Italy,1856,,,,,,,,,0,0
136,Italy,1857,,,,,,,,,0,0
136,Italy,1858,,,,,,,,,0,0
136,Italy,1859,,,,,,,,,0,0
136,Italy,1860,,,,,,,,,0,0
136,Italy,1861,,,,,,39.4183,,,0,0
136,Italy,1862,6.01347,9.97214,8.31205,1.66009,-2.29858,40.9099,3.01619,6.74,0,0
136,Italy,1863,6.73523,10.8993,8.69184,2.20745,-1.9566,51.8494,-1.95192,10.57,0,0
136,Italy,1864,8.98604,12.0461,9.52034,2.5258,-0.534305,61.1049,2.98616,10.46,0,0
136,Italy,1865,9.47778,12.2009,9.1595,3.04138,0.318284,68.0489,2.47957,9.4,0,0
136,Italy,1866,9.27236,12.3772,9.46246,2.91477,-0.190094,69.2577,4.88606,9.44,0,0
136,Italy,1867,9.53984,10.9876,7.75533,3.23232,1.78451,86.0902,-8.31411,7.12,0,0
136,Italy,1868,9.37216,10.1608,7.22879,2.93196,2.14336,82.46,4.41078,4.9,0,0
136,Italy,1869,11.1297,10.7953,7.10628,3.689,4.02341,87.4744,1.17537,7.67,0,0
136,Italy,1870,9.03266,9.85191,5.69268,4.15923,3.33998,95.7843,1.62349,7.06,0,0
136,Italy,1871,11.6884,11.8201,7.62686,4.19325,4.06158,95.7928,1.09604,3.64,0,0
136,Italy,1872,11.5085,11.5085,7.46447,4.04402,4.04402,88.7553,-1.47825,-5.83,0,0
136,Italy,1873,10.4273,10.2173,6.58267,3.6346,3.8446,79.6796,3.906,0.22,0,0
136,Italy,1874,10.7641,10.8403,6.96454,3.87577,3.79961,78.6207,-0.332143,3.85,0,0
136,Italy,1875,12.5888,12.0127,7.66276,4.34991,4.92606,89.7843,2.8621,24.01,0,0
136,Italy,1876,12.2284,12.276,7.91079,4.36523,4.31757,101.305,-2.10587,-0.1,0,0
136,Italy,1877,11.528,11.5365,7.4618,4.0747,4.06621,91.3649,-0.04901,2.27,0,0
136,Italy,1878,12.0653,11.9756,7.53854,4.43707,4.52671,97.1509,1.47726,8.95,0,0
136,Italy,1879,12.4386,11.7112,7.21949,4.49173,5.21913,98.5787,1.15889,6.87,0,0
136,Italy,1880,11.4817,11.0978,6.90949,4.18835,4.57221,91.5819,4.77681,1.21,0,0
136,Italy,1881,13.2318,13.2697,8.54062,4.72903,4.6912,111.698,-6.74433,11.3447,0,0
136,Italy,1882,12.9442,13.443,8.60319,4.83984,4.34098,111.435,8.75853,7.34581,0,0
136,Italy,1883,13.6077,14.1175,9.1954,4.92214,4.41231,116.331,-0.288791,8.18797,0,0
136,Italy,1884,14.2028,15.6633,10.6451,5.01826,3.55772,117.16,0.717033,6.56286,0,0
136,Italy,1885,14.6466,14.4448,9.74391,4.70093,4.90265,109.09,2.07351,2.35555,0,0
136,Italy,1886,13.6863,14.1854,9.65996,4.52546,4.02639,105.902,4.43549,4.52402,0,0
136,Italy,1887,15.4291,17.3713,12.4029,4.96838,3.0262,115.2,2.75158,4.69831,0,0
136,Italy,1888,15.5005,17.615,12.5147,5.10028,2.98575,119.925,-0.326591,3.26142,0,0
136,Italy,1889,15.9448,17.263,12.1245,5.13855,3.82029,120.935,-4.30287,2.89509,0,0
136,Italy,1890,14.0328,14.3526,9.84399,4.50858,4.18877,105.808,6.39356,1.04444,0,0
136,Italy,1891,12.5208,13.9321,9.43396,4.49811,3.08679,105.609,-0.405281,5.03189,0,0
136,Italy,1892,14.0116,14.2597,9.33002,4.92969,4.68155,116.891,-5.62224,5.62114,0,0
136,Italy,1893,13.5457,14.0359,9.23203,4.80392,4.31372,116.07,4.58591,6.81155,0,0
136,Italy,1894,14.3976,14.6251,9.77254,4.85257,4.6251,124.713,-1.40953,5.03395,0,0
136,Italy,1895,13.9426,14.6312,9.72131,4.90984,4.22131,120.828,1.54694,4.93741,0,0
136,Italy,1896,13.7377,14.1721,9.2541,4.91803,4.48361,123.049,2.74657,5.30843,0,0
136,Italy,1897,14.1177,14.1092,9.17647,4.93277,4.94118,128.002,-4.42448,4.40522,0,0
136,Italy,1898,12.9438,13.1563,8.66464,4.49165,4.27921,117.024,8.91494,3.4828,0,0
136,Italy,1899,13.0211,13.1269,8.64048,4.4864,4.38066,116.472,2.33316,5.57951,0,0
136,Italy,1900,12.8643,12.58,8.36532,4.21464,4.49893,109.764,5.56611,3.57442,0,0
136,Italy,1901,12.629,12.2734,8.14505,4.12831,4.48396,106.826,6.49173,3.86662,0,0
136,Italy,1902,13.3478,12.8716,8.64358,4.22799,4.70419,110.208,-2.78825,4.5895,0,0
136,Italy,1903,12.5216,12.2023,8.34331,3.85895,4.17831,102.057,4.76469,0.945348,0,0
136,Italy,1904,12.9329,12.3557,8.48322,3.87248,4.44967,103.707,0.934148,2.68184,0,0
136,Italy,1905,13.0854,14.6507,10.9314,3.71927,2.15395,100.892,5.57974,3.72059,0,0
136,Italy,1906,12.5793,13.2683,9.95732,3.31098,2.62195,95.5849,3.7572,2.01208,0,0
136,Italy,1907,10.8625,11.3747,8.73315,2.64151,2.12938,85.7998,11.2737,-1.03103,0,0
136,Italy,1908,12.216,13.5245,10.7795,2.74499,1.43653,90.2993,2.41229,4.66459,0,0
136,Italy,1909,12.0379,12.724,10.1434,2.58065,1.89452,84.465,7.72304,6.40503,0,0
136,Italy,1910,13.5736,13.8929,11.2616,2.63131,2.31205,87.1152,-3.6259,0.841097,0,0
136,Italy,1911,12.9198,13.5541,11.2174,2.33675,1.70243,79.3155,6.5117,1.18295,0,0
136,Italy,1912,12.0523,13.9096,11.6401,2.2695,0.412234,77.6952,0.809408,2.68999,0,0
136,Italy,1913,12.2667,13.1231,10.8053,2.31785,1.46144,77.2419,4.2733,3.3896,0,0
136,Italy,1914,11.3345,23.7399,21.3472,2.39269,-10.0127,82.0029,-0.07794,3.75,0,0
136,Italy,1915,11.7478,37.5371,35.1364,2.40069,-23.3886,84.3118,11.8611,-2.56,0,0
136,Italy,1916,11.7813,39.9538,37.966,1.98785,-26.1847,74.9226,12.1959,-20.7402,0,0
136,Italy,1917,13.1744,40.7927,37.8486,2.94412,-24.6742,92.025,4.70737,-36.2288,0,0
136,Italy,1918,13.914,36.6146,33.9421,2.67254,-20.028,93.5948,1.48831,-33.9503,0,0
136,Italy,1919,14.1226,25.3333,21.0604,4.2729,-6.93771,132.254,-16.7149,3.81542,0,0
136,Italy,1920,12.9046,18.7917,14.9465,3.84525,-2.04191,159.72,-8.70203,-25.0262,0,0
136,Italy,1921,14.0819,21.8534,18.0692,3.7842,-3.98727,152.243,-1.51998,-11.6883,0,0
136,Italy,1922,22.0519,33.0414,29.0809,3.96045,-7.02906,140.921,5.16706,6.96981,0,0
136,Italy,1923,19.7062,22.9116,19.1486,3.76302,0.557596,143.489,6.04303,7.04929,0,0
136,Italy,1924,15.9588,14.772,11.3635,3.40849,4.59523,142.817,0.984656,1.74973,0,0
136,Italy,1925,13.1558,11.4585,9.14325,2.31524,4.01258,103.778,6.6016,-6.84584,0,0
136,Italy,1926,11.7785,11.8726,9.86943,2.00315,1.90904,89.394,1.04747,-2.04056,0,0
136,Italy,1927,12.5503,14.2601,11.2926,2.96755,1.25778,99.656,-2.16318,15.0636,0,0
136,Italy,1928,13.0083,15.0945,11.4044,3.69008,1.60385,97.7361,7.15161,13.5143,0,0
136,Italy,1929,12.2362,12.8293,10.0364,2.79292,2.19981,97.4228,3.29925,4.9011,0,0
136,Italy,1930,13.6125,14.1592,11.0164,3.14272,2.59608,106.628,-4.92609,9.59996,0,0
136,Italy,1931,14.3713,16.5143,13.001,3.51332,1.37025,101.34,-0.580469,16.0087,0,0
136,Italy,1932,13.8274,16.8906,13.0004,3.89018,0.827045,79.9919,3.22614,8.91143,0,0
136,Italy,1933,14.4172,19.2697,13.4669,5.80284,0.950315,86.3515,-0.67381,11.7519,0,0
136,Italy,1934,15.0448,17.5493,13.6921,3.85718,1.3527,89.5009,0.419575,9.42129,0,0
136,Italy,1935,14.6475,24.4787,20.9467,3.53199,-6.29923,80.7179,9.63065,3.6803,0,0
136,Italy,1936,16.9558,24.8819,21.3144,3.56744,-4.35865,80.2261,0.174397,-2.10322,0,0
136,Italy,1937,15.7072,21.4861,18.1562,3.3299,-2.44898,72.1433,6.84784,-3.93312,0,0
136,Italy,1938,14.568,20.5368,17.1292,3.40755,-2.56119,71.4355,0.7188,-2.15897,0,0
136,Italy,1939,15.0799,24.5711,21.701,2.87017,-6.62107,69.3859,7.28477,1.39316,0,0
136,Italy,1940,13.7912,38.1133,34.9692,3.14411,-21.178,72.5594,0.617284,-10.9697,0,0
136,Italy,1941,14.427,39.4954,35.951,3.5444,-21.5239,89.4411,-1.22699,-10.027,0,0
136,Italy,1942,13.5978,40.4529,36.2281,4.2248,-22.6303,100.482,-1.24224,-9.84166,0,0
136,Italy,1943,9.24074,25.3858,24.43,0.955761,-15.1893,102.521,-9.43396,-59.3819,0,0
136,Italy,1944,7.5446,42.6403,41.5899,1.05036,-34.0453,90.9307,-18.75,-337.724,0,0
136,Italy,1945,10.5154,27.3944,26.5617,0.832673,-16.0463,72.428,-21.7094,-90.9342,0,0
136,Italy,1946,12.3117,22.1359,20.3727,1.76324,-8.061,39.8555,31.0044,-12.0889,0,0
136,Italy,1947,11.2779,17.9017,17.2619,0.639809,-5.98394,24.2139,17.5,-55.5512,0,0
136,Italy,1948,12.2194,16.7959,15.911,0.884859,-3.69164,26.9727,5.67376,0.419925,0,0
136,Italy,1949,14.0725,16.8973,15.8129,1.08438,-1.74045,29.5805,7.38255,4.28445,0,0
136,Italy,1950,14.8582,17.2769,16.2388,1.03809,-1.38055,29.4744,8.12378,7.24282,0,0
136,Italy,1951,15.141,18.9974,17.9086,1.08887,-2.76754,29.9107,7.46558,-3.31317,0,0
136,Italy,1952,16.003,20.079,19.0023,1.07668,-2.99924,31.6237,7.48511,1.80154,0,0
136,Italy,1953,14.3579,16.6868,15.5874,1.0994,-1.22943,32.4848,7.21472,4.29297,0,0
136,Italy,1954,14.7412,16.5823,15.6228,0.959505,-0.881587,34.08,5.1868,3.60141,0,0
136,Italy,1955,15.1635,17.1891,15.7526,1.43649,-0.589186,33.8923,5.81942,3.6628,0,0
136,Italy,1956,14.8402,16.301,15.0398,1.26117,-0.199627,32.9178,4.53408,2.01413,0,0
136,Italy,1957,15.1233,16.218,15.1071,1.11089,0.016226,32.1336,5.90369,5.3489,0,0
136,Italy,1958,15.6242,16.6033,15.4637,1.13963,0.160474,32.0171,5.34696,1.44896,0,0
136,Italy,1959,17.2546,18.2515,17.0992,1.15234,0.15536,33.1435,6.22756,5.89829,0,0
136,Italy,1960,16.2192,16.4946,15.4044,1.09017,0.814756,31.427,5.42195,2.65441,0,0
136,Italy,1961,16.6909,17.2626,16.2209,1.04173,0.469968,30.0154,8.20725,2.11688,0,0
136,Italy,1962,16.5739,17.5199,16.5784,0.941423,-0.004568,28.9584,6.20365,0.019973,0,0
136,Italy,1963,16.3708,16.6727,15.8483,0.824344,0.522474,27.1735,5.60973,-2.2466,0,0
136,Italy,1964,15.8668,18.2205,17.8882,0.332348,-2.021352,27.2052,2.7977,-0.069271,0,0
136,Italy,1965,15.9249,18.5974,17.9381,0.65931,-2.01322,28.3866,3.26802,1.11582,0,0
136,Italy,1966,17.5065,19.094,18.376,0.718041,-0.869435,33.4408,5.98479,3.54837,0,0
136,Italy,1967,16.9599,17.9275,17.1482,0.779268,-0.188324,33.2647,7.17861,3.65996,0,0
136,Italy,1968,30.0694,32.6145,31.3896,1.22493,-1.32021,35.8251,6.54456,4.42547,0,1
136,Italy,1969,29.2088,32.0591,30.7797,1.27935,-1.57097,36.5287,6.09806,3.07259,0,1
136,Italy,1970,29.1044,32.3249,31.0039,1.32092,-1.8995,37.1068,5.3105,2.7354,0,1
136,Italy,1971,29.6688,34.3815,32.8667,1.51486,-3.19782,41.9522,1.81811,2.1299,0,1
136,Italy,1972,29.5226,36.3588,34.6515,1.70729,-5.12894,47.7001,3.69049,1.0411,0,1
136,Italy,1973,28.9043,35.262,33.3838,1.87827,-4.47949,50.6378,7.12586,-3.4298,0,1
136,Italy,1974,28.5406,34.7776,32.5511,2.22652,-4.01046,50.1715,5.50014,-10.2144,0,1
136,Italy,1975,28.839,39.1154,36.2561,2.85928,-7.41706,56.6396,-2.09016,-6.97826,0,1
136,Italy,1976,30.2363,38.1147,34.8792,3.23554,-4.64287,56.208,7.12538,-3.91067,0,1
136,Italy,1977,31.5368,38.4937,34.975,3.51866,-3.43825,55.2249,2.5605,-3.39006,0,1
136,Italy,1978,32.4164,40.888,36.7205,4.16746,-4.30416,59.4461,3.24014,0.733121,0,1
136,Italy,1979,31.9089,40.138,36.0258,4.11214,-4.11692,58.2461,5.95916,-2.61774,0,1
136,Italy,1980,33.82,40.7861,36.3595,4.42663,-2.53955,56.0844,3.43002,-5.84558,0,1
136,Italy,1981,33.7299,44.602,39.5087,5.09333,-5.77879,58.4599,0.844228,1.45524,0,1
136,Italy,1982,36.6966,46.7066,40.1371,6.56959,-3.44042,63.1425,0.413586,3.74181,0,1
136,Italy,1983,38.8197,48.9307,41.1199,7.81076,-2.30025,69.4034,1.1692,3.5982,0,1
136,Italy,1984,37.6495,49.1316,40.748,8.3836,-3.0985,74.3997,3.22585,4.83821,0,1
136,Italy,1985,37.4536,49.8382,41.4127,8.42549,-3.95905,80.5321,2.79809,4.53969,0,1
136,Italy,1986,38.4965,50.4538,41.6733,8.78049,-3.17685,84.5206,2.85997,5.57,0,1
136,Italy,1987,38.2569,49.7709,41.8699,7.90108,-3.613,88.6015,3.19196,5.85856,0,1
136,Italy,1988,39.336,50.3819,42.0885,8.29346,-2.75242,90.5234,4.19438,5.49041,0,1
136,Italy,1989,40.1644,51.5934,42.4298,9.16357,-2.26538,93.056,3.38838,4.45807,0,1
136,Italy,1990,41.4169,52.8606,42.7762,10.0844,-1.35938,94.6502,2.05258,5.01289,0,1
136,Italy,1991,42.5548,53.9434,42.5942,11.3492,-0.039436,98.0402,1.53373,6.87984,0,1
136,Italy,1992,44.9221,55.2947,43.0648,12.2299,1.85731,105.202,0.772944,8.18738,0,1
136,Italy,1993,46.2378,56.2682,43.6091,12.6591,2.62872,115.662,-0.888216,6.83304,0,1
136,Italy,1994,44.3989,53.4819,42.1223,11.3596,2.27661,121.842,2.15189,6.53718,0,1
136,Italy,1995,45.0069,52.4899,40.9002,11.5897,4.10677,121.55,2.82696,6.96326,0,1
136,Italy,1996,45.4469,52.4544,40.9369,11.5176,4.51006,120.894,1.09538,5.43992,0,1
136,Italy,1997,47.4829,50.2251,40.9334,9.29168,6.5495,118.06,1.87225,4.96578,0,1
136,Italy,1998,46.2433,49.2044,41.0223,8.18217,5.221,114.938,1.40133,2.90253,0,1
136,Italy,1999,46.1443,48.144,41.5024,6.64161,4.64186,113.704,1.46428,3.07064,0,1
136,Italy,2000,44.9527,45.8634,39.5304,6.33293,5.4223,108.51,3.69319,2.99993,0,1
136,Italy,2001,44.5234,47.7104,41.4196,6.2908,3.10375,108.172,1.81822,2.86623,0,1
136,Italy,2002,43.9531,47.117,41.4786,5.63834,2.47451,105.148,0.45405,2.42452,0,1
136,Italy,2003,44.4309,48.0772,42.9314,5.14581,1.4995,103.912,-0.016924,1.43597,0,1
136,Italy,2004,43.9598,47.527,42.7528,4.77418,1.20703,103.441,1.53182,1.98531,0,1
136,Italy,2005,43.4234,47.9157,43.2412,4.67446,0.182194,105.432,0.655871,1.34931,0,1
136,Italy,2006,45.039,48.4501,43.8395,4.61055,1.19951,106.099,2.03603,1.82975,0,1
136,Italy,2007,46.0407,47.6303,42.6834,4.94686,3.35729,103.082,1.48223,2.4491,0,1
136,Italy,2008,45.9277,48.6021,43.4777,5.12442,2.45006,105.805,-1.31845,1.18181,0,1
136,Italy,2009,46.2574,51.6145,47.0793,4.5352,-0.821855,115.512,-5.49433,3.54692,0,1
136,Italy,2010,45.7623,50.2755,45.8799,4.39561,-0.117543,118.431,1.80443,2.39636,0,1
136,Italy,2011,46.0906,49.913,45.323,4.58999,0.767677,120.102,0.431065,2.44567,0,1
138,Netherlands,1800,,,,,,,,,0,0
138,Netherlands,1801,,,,,,,,,0,0
138,Netherlands,1802,,,,,,,,,0,0
138,Netherlands,1803,,,,,,,,,0,0
138,Netherlands,1804,,,,,,,,,0,0
138,Netherlands,1805,,,,,,,,,0,0
138,Netherlands,1806,,,,,,,,,0,0
138,Netherlands,1807,,,,,,,,,0,0
138,Netherlands,1808,,,,,,,,,0,0
138,Netherlands,1809,,,,,,,,,0,0
138,Netherlands,1810,,,,,,,,,0,0
138,Netherlands,1811,,,,,,,,,0,0
138,Netherlands,1812,,,,,,,,,0,0
138,Netherlands,1813,,,,,,,,,0,0
138,Netherlands,1814,,,,,,141.868,,,0,0
138,Netherlands,1815,,,,,,138.523,,,0,0
138,Netherlands,1816,,,,,,131.803,,,0,0
138,Netherlands,1817,,,,,,120.94,,,0,0
138,Netherlands,1818,,,,,,140.248,,,0,0
138,Netherlands,1819,,,,,,166.268,,,0,0
138,Netherlands,1820,,,,,,169.496,,,0,0
138,Netherlands,1821,,,,,,182.173,3.96455,,0,0
138,Netherlands,1822,,,,,,189.807,0.897263,,0,0
138,Netherlands,1823,,,,,,183.561,4.53535,,0,0
138,Netherlands,1824,,,,,,207.585,3.59421,,0,0
138,Netherlands,1825,,,,,,194.995,,,0,0
138,Netherlands,1826,,,,,,208.34,0.63642,,0,0
138,Netherlands,1827,,,,,,196.406,4.54916,,0,0
138,Netherlands,1828,,,,,,203.995,4.83903,,0,0
138,Netherlands,1829,,,,,,198.637,2.21478,,0,0
138,Netherlands,1830,,,,,,210.481,-3.49599,,0,0
138,Netherlands,1831,,,,,,196.876,-0.037736,,0,0
138,Netherlands,1832,,,,,,198.788,6.41752,,0,0
138,Netherlands,1833,,,,,,236.65,1.84463,,0,0
138,Netherlands,1834,,,,,,246.758,0.139324,,0,0
138,Netherlands,1835,,,,,,244.966,1.26956,,0,0
138,Netherlands,1836,,,,,,223.141,2.6962,,0,0
138,Netherlands,1837,,,,,,235.938,3.76254,,0,0
138,Netherlands,1838,,,,,,223.788,2.82031,,0,0
138,Netherlands,1839,,,,,,212.343,1.64577,,0,0
138,Netherlands,1840,,,,,,216.307,1.58828,,0,0
138,Netherlands,1841,,,,,,215.238,2.21615,,0,0
138,Netherlands,1842,,,,,,222.258,0.3267,,0,0
138,Netherlands,1843,,,,,,234.878,-1.12493,,0,0
138,Netherlands,1844,,,,,,243.884,0.643713,,0,0
138,Netherlands,1845,,,,,,221.125,1.24944,,0,0
138,Netherlands,1846,,,,,,189.364,0.440723,,0,0
138,Netherlands,1847,,,,,,171.263,0.468042,,0,0
138,Netherlands,1848,,,,,,200.546,1.00451,,0,0
138,Netherlands,1849,,,,,,201.622,2.60882,,0,0
138,Netherlands,1850,,,,,,200.903,3.1746,,0,0
138,Netherlands,1851,,,,,,196.728,2.80463,,0,0
138,Netherlands,1852,,,,,,188.494,1.20514,,0,0
138,Netherlands,1853,,,,,,185.033,-0.837477,,0,0
138,Netherlands,1854,,,,,,158.32,2.79757,,0,0
138,Netherlands,1855,,,,,,160.329,1.93838,,0,0
138,Netherlands,1856,,,,,,145.328,1.19632,,0,0
138,Netherlands,1857,,,,,,145.189,1.77949,,0,0
138,Netherlands,1858,,,,,,156.148,-1.7117,,0,0
138,Netherlands,1859,,,,,,156.303,-2.84861,,0,0
138,Netherlands,1860,,,,,,139.995,0.985915,,0,0
138,Netherlands,1861,,,,,,135.724,1.52149,,0,0
138,Netherlands,1862,,,,,,121.604,1.44873,,0,0
138,Netherlands,1863,,,,,,119.934,3.74246,,0,0
138,Netherlands,1864,,,,,,113.503,3.95158,,0,0
138,Netherlands,1865,,,,,,112.697,2.91096,,0,0
138,Netherlands,1866,,,,,,103.972,2.66223,,0,0
138,Netherlands,1867,,,,,,106.12,0.864398,,0,0
138,Netherlands,1868,,,,,,106.352,-0.524906,,0,0
138,Netherlands,1869,,,,,,102.714,2.86453,,0,0
138,Netherlands,1870,,,,,,100.1,4.1876,,0,0
138,Netherlands,1871,,,,,,96.9407,-0.100482,,0,0
138,Netherlands,1872,,,,,,86.6164,2.0519,,0,0
138,Netherlands,1873,,,,,,79.7144,3.21309,,0,0
138,Netherlands,1874,,,,,,81.6998,-2.47326,,0,0
138,Netherlands,1875,,,,,,83.6512,6.80505,,0,0
138,Netherlands,1876,,,,,,84.9666,1.52182,,0,0
138,Netherlands,1877,,,,,,82.9338,2.61875,,0,0
138,Netherlands,1878,,,,,,87.3372,0.915171,,0,0
138,Netherlands,1879,,,,,,92.5685,-3.43565,,0,0
138,Netherlands,1880,9.80986,9.6009,7.18596,2.41494,2.62389,86.9809,11.1884,,0,0
138,Netherlands,1881,9.5746,10.6367,8.64376,1.99293,0.930834,86.6929,1.84358,3.72,0,0
138,Netherlands,1882,9.58263,10.6887,8.29977,2.38896,1.28287,83.3669,2.67145,6.73,0,0
138,Netherlands,1883,9.12994,11.2272,8.55275,2.67447,0.577195,85.2087,7.30874,6.9,0,0
138,Netherlands,1884,10.9154,10.9154,8.28312,2.63233,2.63233,86.9627,1.80226,3.78,0,0
138,Netherlands,1885,10.4276,10.9776,7.97887,2.9987,2.44877,91.6015,2.22538,13.7,0,0
138,Netherlands,1886,11.4401,11.5191,8.32113,3.19797,3.11895,94.6255,1.5023,8.03,0,0
138,Netherlands,1887,10.468,10.8428,7.9669,2.87595,2.50106,101.281,4.00165,3.46,0,0
138,Netherlands,1888,11.0446,11.3565,8.17962,3.1769,2.86495,98.2224,3.48531,5.69,0,0
138,Netherlands,1889,10.2375,10.198,7.50825,2.68971,2.72926,93.4837,,-3.39,0,0
138,Netherlands,1890,13.8628,13.9254,11.0834,2.84195,2.77942,93.1498,-4.05552,2.04,0,0
